"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"012XX France St","UNF","UNFOUNDED","POINT (-90.03278482 29.96692021)",,,,,"3692626","535799","A0081714","5","1H",,"2014-01-01T15:53:38.000","2014-01-01T13:40:16.000","2014-01-01T15:52:38.000","21","COMPLAINT OTHER","70117"
"Music St (5B02) & Saint Claude Ave","NAT","Necessary Action Taken","POINT (-90.05101945 29.9691052)",,,,,"3686843","536528","A0081814","5","1H","2014-01-01T13:41:17.000","2014-01-01T14:24:27.000","2014-01-01T13:41:17.000",,"21","COMPLAINT OTHER","70117"
"049XX Pauger St","RTF","REPORT TO FOLLOW","POINT (-90.0638762 30.00845538)",,,,,"3682614","550792","A0081914","3","1A","2014-01-01T13:54:45.000","2014-01-01T14:36:13.000","2014-01-01T13:45:43.000","2014-01-01T13:50:14.000","103","DISTURBANCE (OTHER)","70122"
"069XX Ridgefield Dr","RTF","REPORT TO FOLLOW","POINT (-89.94602546 30.05750482)",,,,,"3719696","569061","A0082014","7","1D","2014-01-01T16:35:36.000","2014-01-01T17:24:32.000","2014-01-01T13:45:58.000","2014-01-01T16:09:39.000","56","SIMPLE CRIMINAL DAMAGE","70128"
"Franklin Ave (3T02) & Gentilly Blvd","RTF","REPORT TO FOLLOW","POINT (-90.05015956 30.00299069)",,,,,"3686978","548854","A0082114","3","1C","2014-01-01T13:56:32.000","2014-01-01T16:05:54.000","2014-01-01T13:49:39.000","2014-01-01T13:56:29.000","20","AUTO ACCIDENT","70122"
"036XX Forest Park Ln","UNF","UNFOUNDED","POINT (-90.00114713 29.89875682)",,,,,"3702931","511128","A0082214","4","1A","2014-01-01T20:02:22.000","2014-01-01T20:23:29.000","2014-01-01T13:50:05.000","2014-01-01T19:33:52.000","103D","DOMESTIC DISTURBANCE","70131"
"047XX Canal St","NAT","Necessary Action Taken","POINT (-90.10684333 29.97923301)",,,,,"3669129","540018","A0082314","3","1H","2014-01-01T13:51:12.000","2014-01-01T13:58:22.000","2014-01-01T13:51:08.000","2014-01-01T13:51:08.000","21","COMPLAINT OTHER","70119"
"D'Hemecourt St & S Clark St","NAT","Necessary Action Taken","POINT (-90.09899955 29.96652192)",,,,,"3671662","535422","A0082414","1","1H","2014-01-01T13:51:32.000","2014-01-01T14:16:02.000","2014-01-01T13:51:32.000",,"21","COMPLAINT OTHER","70119"
"041XX Cadillac St","VOI","VOID","POINT (-90.08214114 29.99878999)",,,,,"3676872","547214","A0082514","3","1A",,"2014-01-01T15:42:00.000","2014-01-01T13:51:54.000","2014-01-01T15:40:21.000","21","COMPLAINT OTHER","70122"
"XX Curtis Dr","UNF","UNFOUNDED","POINT (-90.01390972 30.0353512)",,,,,"3698315","560751","A0082614","7","1C","2014-01-01T16:46:05.000","2014-01-01T16:56:28.000","2014-01-01T13:52:42.000","2014-01-01T16:36:52.000","37","AGGRAVATED ASSAULT","70126"
"Chef Menteur Blvd & Cerise Ave (7H01)","NAT","Necessary Action Taken","POINT (-89.98101576 30.01544938)",,,,,"3708808","553636","A0082714","7","1H","2014-01-01T13:53:41.000","2014-01-01T14:02:12.000","2014-01-01T13:53:26.000","2014-01-01T13:53:26.000","18","TRAFFIC INCIDENT","70127"
"Lafitte St & N Johnson St","NAT","Necessary Action Taken","POINT (-90.07766544 29.96549759)",,,,,"3678421","535123","A0082814","1","1H","2014-01-01T13:54:21.000","2014-01-01T14:12:46.000","2014-01-01T13:54:21.000",,"18","TRAFFIC INCIDENT","70112"
"X Harrison Ave","NAT","Necessary Action Taken","POINT (-90.11570689 30.00545438)",,,,,"3666222","549523","A0082914","3","1H",,"2014-01-01T13:57:19.000","2014-01-01T13:56:38.000","2014-01-01T13:56:53.000","21","COMPLAINT OTHER","70124"
"002XX S Broad St","NAT","Necessary Action Taken","POINT (-90.088095 29.96457175)",,,,,"3675123","534750","A0083014","1","1H","2014-01-01T13:57:44.000","2014-01-01T14:02:10.000","2014-01-01T13:57:44.000",,"18","TRAFFIC INCIDENT","70119"
"012XX Southlawn Blvd","GOA","GONE ON ARRIVAL","POINT (-90.02522348 29.94194301)",,,,,"3695123","526744","A0083114","4","1A",,"2014-01-01T16:56:47.000","2014-01-01T13:57:47.000","2014-01-01T16:56:42.000","66D","EXTORTION (THREATS) DOMESTIC","70114"
"051XX Bundy Rd","UNF","UNFOUNDED","POINT (-89.97999844 30.02554328)",,,,,"3709087","557310","A0083214","7","1A","2014-01-01T14:09:57.000","2014-01-01T14:30:48.000","2014-01-01T14:01:17.000","2014-01-01T14:06:55.000","103","DISTURBANCE (OTHER)","70127"
"027XX Prytania St","NAT","Necessary Action Taken","POINT (-90.08496672 29.93009595)",,,,,"3676250","522225","A0083314","6","1H",,"2014-01-01T15:36:25.000","2014-01-01T14:03:57.000","2014-01-01T15:14:58.000","21","COMPLAINT OTHER","70130"
"076XX Townsend Pl","NAT","Necessary Action Taken","POINT (-90.02769278 30.02940846)",,,,,"3693979","558540","A0083414","3","2C","2014-01-01T14:13:19.000","2014-01-01T14:30:58.000","2014-01-01T14:04:42.000","2014-01-01T14:05:25.000","62A","BURGLAR ALARM, SILENT","70126"
"Tulane Ave & S Broad St","NAT","Necessary Action Taken","POINT (-90.09058818 29.96173121)",,,,,"3674345","533709","A0083514","1","2A","2014-01-01T14:10:19.000","2014-01-01T14:17:10.000","2014-01-01T14:10:19.000",,"107","SUSPICIOUS PERSON",
"S Carrollton Ave (2T03) & Forshey St","NAT","Necessary Action Taken","POINT (-90.11365436 29.96243871)",,,,,"3667038","533888","A0083614","2","1H","2014-01-01T14:11:28.000","2014-01-01T14:32:08.000","2014-01-01T14:11:28.000",,"18","TRAFFIC INCIDENT","70118"
"Canal St (8D01) & Carondelet St","NAT","Necessary Action Taken","POINT (-90.06989927 29.95387931)",,,,,"3680927","530925","A0083714","8","1H","2014-01-01T14:12:04.000","2014-01-01T14:22:04.000","2014-01-01T14:12:04.000",,"18","TRAFFIC INCIDENT","70112"
"Saint Claude Ave & Elysian Fields Ave (5A05)","NAT","Necessary Action Taken","POINT (-90.05698587 29.96869133)",,,,,"3684956","536357","A0083814","5","1H","2014-01-01T14:12:57.000","2014-01-01T14:44:28.000","2014-01-01T14:12:57.000",,"18","TRAFFIC INCIDENT","70116"
"010XX N Broad St","NAT","Necessary Action Taken","POINT (-90.08077783 29.97299977)",,,,,"3677406","537840","A0083914","1","1H","2014-01-01T14:13:06.000","2014-01-01T14:34:46.000","2014-01-01T14:13:06.000",,"18","TRAFFIC INCIDENT","70119"
"003XX Royal St","RTF","REPORT TO FOLLOW","POINT (-90.06687158 29.95542795)",,,,,"3681879","531499","A0084014","8","1E","2014-01-01T21:03:44.000","2014-01-01T21:41:56.000","2014-01-01T14:13:55.000","2014-01-01T20:14:53.000","67","THEFT","70130"
"047XX Friar Tuck Dr","NAT","Necessary Action Taken","POINT (-89.952327 30.02374191)",,,,,"3717851","556759","A0084114","7","1H",,"2014-01-01T14:50:57.000","2014-01-01T14:14:44.000","2014-01-01T14:31:07.000","21","COMPLAINT OTHER","70128"
"042XX Hamilton St","RTF","REPORT TO FOLLOW","POINT (-90.11472003 29.97551841)",,,,,"3666650","538640","A0084214","3","1C","2014-01-01T16:22:09.000","2014-01-01T17:14:09.000","2014-01-01T14:16:29.000","2014-01-01T16:07:04.000","62R","RESIDENCE BURGLARY","70118"
"015XX 2nd St","NAT","Necessary Action Taken","POINT (-90.08295637 29.93137895)",,,,,"3676881","522698","A0084314","6","1H","2014-01-01T16:16:19.000","2014-01-01T16:25:22.000","2014-01-01T14:16:36.000","2014-01-01T15:49:51.000","21","COMPLAINT OTHER","70130"
"Tulane Ave & S Broad St","NAT","Necessary Action Taken","POINT (-90.09058818 29.96173121)",,,,,"3674345","533709","A0084414","1","1F","2014-01-01T14:17:04.000","2014-01-01T14:32:54.000","2014-01-01T14:17:04.000",,"17M","MUNICIPAL ATTACHMENT","70119"
"023XX Saint Claude Ave","VOI","VOID","POINT (-90.05280764 29.96913682)",,,,,"3686277","536534","A0084514","5","2C",,"2014-01-01T14:18:55.000","2014-01-01T14:17:07.000",,"62A","BURGLAR ALARM, SILENT","70117"
"Esplanade Ave & N Broad Ave (1J04)","VOI","VOID","POINT (-90.07822284 29.97594916)",,,,,"3678203","538922","A0084614","1","1A",,"2014-01-01T15:10:49.000","2014-01-01T14:18:54.000",,"103","DISTURBANCE (OTHER)","70119"
"009XX Royal St","RTF","REPORT TO FOLLOW","POINT (-90.06258012 29.96032052)",,,,,"3683219","533293","A0084714","8","1H",,"2014-01-01T17:32:34.000","2014-01-01T14:20:23.000","2014-01-01T16:07:15.000","21","COMPLAINT OTHER","70116"
"Gravier St & Carondelet St","NAT","Necessary Action Taken","POINT (-90.07121761 29.95196614)",,,,,"3680517","530225","A0084814","8","1H","2014-01-01T14:22:19.000","2014-01-01T14:28:23.000","2014-01-01T14:22:19.000",,"18","TRAFFIC INCIDENT","70112"
"013XX Caffin Ave","NAT","Necessary Action Taken","POINT (-90.01475457 29.96343245)",,,,,"3698349","534596","A0084914","5","1A","2014-01-01T15:54:19.000","2014-01-01T16:11:06.000","2014-01-01T14:23:50.000","2014-01-01T15:45:02.000","103","DISTURBANCE (OTHER)","70117"
"025XX S Galvez St","RTF","REPORT TO FOLLOW","POINT (-90.09516548 29.94751687)",,,,,"3672951","528524","A0085114","6","1D","2014-01-01T17:20:55.000","2014-01-01T18:15:02.000","2014-01-01T14:25:09.000","2014-01-01T17:14:25.000","35","SIMPLE BATTERY","70125"
"Read Blvd & Old Gentilly Rd (7J01)","DUP","DUPLICATE","POINT (-89.96753648 30.01435627)",,,,,"3713079","553289","A0085214","7","1E","2014-01-01T14:28:45.000","2014-01-01T15:44:36.000","2014-01-01T14:25:13.000","2014-01-01T14:28:14.000","67","THEFT","70127"
"Felicity St & Magnolia St","NAT","Necessary Action Taken","POINT (-90.08647578 29.94420126)",,,,,"3675716","527349","A0085314","6","1H","2014-01-01T14:25:24.000","2014-01-01T14:51:33.000","2014-01-01T14:25:24.000",,"21","COMPLAINT OTHER","70113"
"St Charles Ave & Canal St","UNF","UNFOUNDED","POINT (-90.06917089 29.95309407)",,,,,"3681161","530642","A0085414","8","2A","2014-01-01T14:32:03.000","2014-01-01T14:35:23.000","2014-01-01T14:26:22.000","2014-01-01T14:27:20.000","65","SIMPLE ROBBERY","70130"
"049XX Freret St","VOI","VOID","POINT (-90.10788051 29.9348724)",,,,,"3668974","523883","A0085514","2","2C",,"2014-01-01T14:33:46.000","2014-01-01T14:28:36.000","2014-01-01T14:31:13.000","62A","BURGLAR ALARM, SILENT","70115"
"051XX Bundy Rd","NAT","Necessary Action Taken","POINT (-89.97999844 30.02554328)",,,,,"3709087","557310","A0085614","7","1H",,"2014-01-01T14:30:41.000","2014-01-01T14:30:11.000","2014-01-01T14:30:11.000","21","COMPLAINT OTHER","70127"
"I10 W & Bullard Ave (7I11)","GOA","GONE ON ARRIVAL","POINT (-89.96112524 30.04634933)",,,,,"3714968","564947","A0085714","7","2A","2014-01-01T14:36:50.000","2014-01-01T15:39:28.000","2014-01-01T14:30:18.000","2014-01-01T14:33:24.000","99","WRECKLESS DRIVING","70128"
"004XX Bourbon St","NAT","Necessary Action Taken","POINT (-90.0677411 29.95629534)",,,,,"3681601","531811","A0085814","8","1H","2014-01-01T14:31:00.000","2014-01-01T14:50:19.000","2014-01-01T14:31:00.000",,"21","COMPLAINT OTHER","70112"
"036XX Magazine St","VOI","VOID","POINT (-90.09280227 29.92197641)",,,,,"3673800","519245","A0085914","6","2C",,"2014-01-01T14:36:06.000","2014-01-01T14:31:22.000","2014-01-01T14:32:53.000","62A","BURGLAR ALARM, SILENT","70115"
"036XX Bender Blvd","NAT","Necessary Action Taken","POINT (-90.01858429 29.91946544)",,,,,"3697320","518594","A0086014","4","1H","2014-01-01T15:36:02.000","2014-01-01T16:01:05.000","2014-01-01T14:33:45.000","2014-01-01T15:12:21.000","21","COMPLAINT OTHER","70114"
"028XX S Claiborne Ave","RTF","REPORT TO FOLLOW","POINT (-90.0959966 29.94258183)",,,,,"3672707","526727","A0086114","6","1E","2014-01-01T14:40:37.000","2014-01-01T16:37:30.000","2014-01-01T14:34:24.000","2014-01-01T14:35:42.000","67","THEFT","70125"
"012XX Alabo St","NAT","Necessary Action Taken","POINT (-90.01230395 29.96225501)",,,,,"3699130","534177","A0086214","5","2C","2014-01-01T15:10:40.000","2014-01-01T15:22:47.000","2014-01-01T14:35:49.000","2014-01-01T15:05:02.000","62A","BURGLAR ALARM, SILENT","70117"
"007XX Decatur St","NAT","Necessary Action Taken","POINT (-90.06294903 29.95746772)",,,,,"3683113","532255","A0086314","8","1H","2014-01-01T16:08:56.000","2014-01-01T16:41:03.000","2014-01-01T14:37:28.000","2014-01-01T16:02:35.000","21","COMPLAINT OTHER","70116"
"019XX Mlk Blvd","NAT","Necessary Action Taken","POINT (-90.07954525 29.94126272)",,,,,"3677923","526304","A0086414","6","1H","2014-01-01T14:37:28.000","2014-01-01T16:02:18.000","2014-01-01T14:37:28.000",,"21","COMPLAINT OTHER",
"012XX S Tonti St","RTF","REPORT TO FOLLOW","POINT (-90.09381761 29.95190538)",,,,,"3673361","530125","A0086514","6","1E","2014-01-01T15:23:32.000","2014-01-01T15:46:20.000","2014-01-01T14:38:35.000","2014-01-01T15:06:55.000","67","THEFT","70125"
"Poland Ave (5D04) & N Robertson St","UNF","UNFOUNDED","POINT (-90.03020931 29.96876764)",,,,,"3693433","536480","A0086614","5","2B","2014-01-01T15:10:52.000","2014-01-01T15:31:29.000","2014-01-01T14:38:52.000","2014-01-01T15:06:50.000","103F","FIGHT","70117"
"Poland Ave (5D03) & N Robertson St","DUP","DUPLICATE","POINT (-90.03036858 29.96880495)",,,,,"3693383","536493","A0086714","5","2B",,"2014-01-01T14:40:14.000","2014-01-01T14:38:53.000",,"103F","FIGHT","70117"
"024XX Gravier St","UNF","UNFOUNDED","POINT (-90.08793782 29.95917227)",,,,,"3675194","532788","A0086814","1","1A","2014-01-01T15:19:57.000","2014-01-01T15:27:18.000","2014-01-01T14:39:00.000","2014-01-01T15:10:40.000","94F","FIREWORKS","70119"
"020XX Tupelo St","NAT","Necessary Action Taken","POINT (-90.00725163 29.96916483)",,,,,"3700700","536708","A0086914","5","1H","2014-01-01T16:05:53.000","2014-01-01T16:32:53.000","2014-01-01T14:41:42.000","2014-01-01T15:45:36.000","21","COMPLAINT OTHER","70117"
"Canal St (1L02) & S Jefferson Davis Pkwy","NAT","Necessary Action Taken","POINT (-90.09389968 29.96983227)",,,,,"3673264","536643","A0087014","1","1H","2014-01-01T14:41:43.000","2014-01-01T14:48:14.000","2014-01-01T14:41:43.000",,"18","TRAFFIC INCIDENT","70119"
"122XX Morrison Rd","NAT","Necessary Action Taken","POINT (-89.96217868 30.05288393)",,,,,"3714607","567319","A0087114","7","1H","2014-01-01T17:31:09.000","2014-01-01T17:52:48.000","2014-01-01T14:41:54.000","2014-01-01T17:31:01.000","21","COMPLAINT OTHER","70128"
"Earhart Blvd (6J03) & Magnolia St","UNF","UNFOUNDED","POINT (-90.08349436 29.94830566)",,,,,"3676644","528851","A0087214","6","1C",,"2014-01-01T18:40:04.000","2014-01-01T14:42:08.000","2014-01-01T17:59:54.000","67S","SHOPLIFTING","70113"
"057XX Pembrook Dr","RTF","REPORT TO FOLLOW","POINT (-89.99473075 29.92545908)",,,,,"3704850","520861","A0087314","4","2B","2014-01-01T15:06:12.000","2014-01-01T17:27:24.000","2014-01-01T14:42:23.000","2014-01-01T14:54:26.000","103D","DOMESTIC DISTURBANCE","70131"
"012XX Forstall St","RTF","REPORT TO FOLLOW","POINT (-90.02117858 29.96347004)",,,,,"3696315","534586","A0087414","5","1E","2014-01-01T16:22:13.000","2014-01-01T16:53:17.000","2014-01-01T14:42:30.000","2014-01-01T16:13:25.000","67","THEFT","70117"
"021XX S Claiborne Ave","GOA","GONE ON ARRIVAL","POINT (-90.08960786 29.94502122)",,,,,"3674721","527636","A0087514","6","1A",,"2014-01-01T15:20:44.000","2014-01-01T14:42:53.000","2014-01-01T15:14:24.000","103","DISTURBANCE (OTHER)","70113"
"009XX N Roman St","UNF","UNFOUNDED","POINT (-90.07345213 29.96706576)",,,,,"3679749","535708","A0087614","1","1E","2014-01-01T15:30:51.000","2014-01-01T15:37:49.000","2014-01-01T14:43:04.000","2014-01-01T15:22:23.000","21N","NOISE COMPLAINT","70116"
"038XX Paris Ave","NAT","Necessary Action Taken","POINT (-90.07380037 29.99619035)",,,,,"3679522","546298","A0087714","3","1H","2014-01-01T14:43:59.000","2014-01-01T15:06:58.000","2014-01-01T14:43:51.000","2014-01-01T14:43:51.000","18","TRAFFIC INCIDENT","70122"
"001XX City Park Ave","NAT","Necessary Action Taken","POINT (-90.11250385 29.98107392)",,,,,"3667330","540668","A0087814","3","2D",,"2014-01-01T14:48:03.000","2014-01-01T14:44:12.000","2014-01-01T14:47:48.000","911","SILENT 911 CALL","70119"
"Esplanade Ave & Dauphine St (8E02)","NAT","Necessary Action Taken","POINT (-90.06179733 29.96457328)",,,,,"3683449","534842","A0087914","8","1F",,"2014-01-01T15:12:22.000","2014-01-01T14:44:21.000","2014-01-01T14:51:22.000","19","DRUNK","70116"
"003XX Royal St","RTF","REPORT TO FOLLOW","POINT (-90.06687158 29.95542795)",,,,,"3681879","531499","A0088014","8","1E",,"2014-01-02T01:35:41.000","2014-01-01T14:47:40.000","2014-01-02T01:31:58.000","67","THEFT","70130"
"Napoleon Ave (2F04) & Prytania St","NAT","Necessary Action Taken","POINT (-90.10203511 29.92503401)",,,,,"3670863","520325","A0088114","2","1H","2014-01-01T14:47:47.000","2014-01-01T15:29:15.000","2014-01-01T14:47:47.000",,"18","TRAFFIC INCIDENT","70115"
"070XX General Meyer Ave","NAT","Necessary Action Taken","POINT (-89.97784095 29.92105952)",,,,,"3710219","519324","A0088214","4","1H",,"2014-01-01T15:55:20.000","2014-01-01T14:48:12.000","2014-01-01T15:32:14.000","21","COMPLAINT OTHER","70131"
"059XX Bullard Ave","NAT","Necessary Action Taken","POINT (-89.95682691 30.04151206)",,,,,"3716349","563204","A0088314","7","1A",,"2014-01-01T16:27:25.000","2014-01-01T14:48:52.000","2014-01-01T15:59:57.000","103","DISTURBANCE (OTHER)","70128"
"040XX Saint Charles Ave","NAT","Necessary Action Taken","POINT (-90.09758565 29.92705105)",,,,,"3672265","521074","A0088414","6","1A","2014-01-01T16:19:50.000","2014-01-01T16:32:04.000","2014-01-01T14:49:47.000","2014-01-01T16:15:01.000","21","COMPLAINT OTHER","70115"
"008XX Lizardi St","NAT","Necessary Action Taken","POINT (-90.02166693 29.95919999)",,,,,"3696178","533032","A0088514","5","1A","2014-01-01T17:55:16.000","2014-01-01T18:27:42.000","2014-01-01T14:55:13.000","2014-01-01T17:45:25.000","94F","FIREWORKS","70117"
"S I-10 Service Rd & Crowder Blvd (7R02)","NAT","Necessary Action Taken","POINT (-89.99283526 30.02872812)",,,,,"3705011","558420","A0088614","7","1H","2014-01-01T15:00:48.000","2014-01-01T15:24:37.000","2014-01-01T14:55:21.000","2014-01-01T14:57:34.000","21","COMPLAINT OTHER","70127"
"096XX Old Gentilly Rd","RTF","REPORT TO FOLLOW","POINT (-89.97355548 30.01303971)",,,,,"3711180","552787","A0088714","7","1A",,"2014-01-01T19:01:24.000","2014-01-01T14:55:51.000",,"67","THEFT","70127"
"011XX N Tonti St","NAT","Necessary Action Taken","POINT (-90.07633248 29.97210338)",,,,,"3678817","537530","A0088814","1","1A",,"2014-01-01T17:22:18.000","2014-01-01T14:56:43.000","2014-01-01T17:08:25.000","103","DISTURBANCE (OTHER)","70119"
"007XX S Dupre St","NAT","Necessary Action Taken","POINT (-90.09453035 29.96149899)",,,,,"3673097","533611","A0088914","1","1H",,"2014-01-01T14:57:02.000","2014-01-01T14:57:02.000",,"21","COMPLAINT OTHER","70119"
"007XX S Dupre St","NAT","Necessary Action Taken","POINT (-90.09453035 29.96149899)",,,,,"3673097","533611","A0089114","1","1H",,"2014-01-01T14:57:02.000","2014-01-01T14:57:03.000",,"21","COMPLAINT OTHER","70119"
"007XX S Dupre St","NAT","Necessary Action Taken","POINT (-90.09453035 29.96149899)",,,,,"3673097","533611","A0089014","1","1H",,"2014-01-01T14:57:02.000","2014-01-01T14:57:03.000",,"21","COMPLAINT OTHER","70119"
"075XX Pineridge St","RTF","REPORT TO FOLLOW","POINT (-89.94722108 30.06445493)",,,,,"3719287","571584","A0089214","7","2B","2014-01-01T15:23:20.000","2014-01-01T16:36:45.000","2014-01-01T14:57:20.000","2014-01-01T15:12:59.000","103D","DOMESTIC DISTURBANCE","70128"
"004XX Lafayette St","NAT","Necessary Action Taken","POINT (-90.06733179 29.94748743)",,,,,"3681766","528610","A0089314","8","2C","2014-01-01T15:23:40.000","2014-01-01T15:50:11.000","2014-01-01T14:57:34.000","2014-01-01T15:19:35.000","62A","BURGLAR ALARM, SILENT","70130"
"Urquhart St & Gallier St","RTF","REPORT TO FOLLOW","POINT (-90.03903416 29.96855969)",,,,,"3690640","536373","A0089414","5","1E","2014-01-01T16:30:39.000","2014-01-01T16:47:46.000","2014-01-01T14:58:42.000","2014-01-01T15:54:12.000","100","HIT & RUN","70117"
"009XX Saint Mary St","UNF","UNFOUNDED","POINT (-90.07241669 29.93035126)",,,,,"3680224","522361","A0089514","6","1A",,"2014-01-01T18:47:30.000","2014-01-01T15:00:42.000","2014-01-01T18:35:07.000","103","DISTURBANCE (OTHER)","70130"
"Spain St & Dreux Ave","NAT","Necessary Action Taken","POINT (-90.05675135 30.01193613)",,,,,"3684855","552083","A0089614","3","2A","2014-01-01T15:02:06.000","2014-01-01T15:34:31.000","2014-01-01T15:02:06.000",,"107","SUSPICIOUS PERSON","70122"
"012XX Spain St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","B0472314","5","2B","2014-02-04T20:47:17.000","2014-02-04T21:06:48.000","2014-02-04T20:39:29.000","2014-02-04T20:40:34.000","24","MEDICAL","70117"
"Bourbon St & Saint Philip St","RTF","REPORT TO FOLLOW","POINT (-90.0634762 29.9610693)",,,,,"3682932","533562","A0089814","8","0E","2014-01-01T15:06:19.000","2014-01-01T15:28:27.000","2014-01-01T15:06:17.000","2014-01-01T15:06:17.000","21P","LOST PROPERTY","70116"
"Gentilly Blvd & Arts St (3T01)","NAT","Necessary Action Taken","POINT (-90.05308325 30.00295997)",,,,,"3686052","548832","A0089914","3","1H","2014-01-01T15:07:13.000","2014-01-01T15:24:47.000","2014-01-01T15:07:13.000",,"18","TRAFFIC INCIDENT","70122"
"004XX Bourbon St","UNF","UNFOUNDED","POINT (-90.06772442 29.95668706)",,,,,"3681604","531954","A0090014","8","0E",,"2014-01-01T19:02:09.000","2014-01-01T15:07:27.000","2014-01-01T18:54:55.000","21P","LOST PROPERTY","70112"
"N Rocheblave St & Franklin Ave (5L02)","RTF","REPORT TO FOLLOW","POINT (-90.04879067 29.98226666)",,,,,"3687495","541322","A0090114","5","1C","2014-01-01T15:35:46.000","2014-01-01T16:42:30.000","2014-01-01T15:08:55.000","2014-01-01T15:16:50.000","20","AUTO ACCIDENT","70117"
"024XX Short St","NAT","Necessary Action Taken","POINT (-90.11918948 29.95575305)",,,,,"3665311","531438","A0090314","2","1H","2014-01-01T16:27:29.000","2014-01-01T16:43:12.000","2014-01-01T15:10:58.000","2014-01-01T15:50:37.000","21","COMPLAINT OTHER","70125"
"003XX Royal St","NAT","Necessary Action Taken","POINT (-90.06687158 29.95542795)",,,,,"3681879","531499","A0090414","8","1H","2014-01-01T15:11:37.000","2014-01-01T15:16:32.000","2014-01-01T15:11:35.000","2014-01-01T15:11:35.000","21","COMPLAINT OTHER","70130"
"024XX Wisteria St","UNF","UNFOUNDED","POINT (-90.0534502 30.00171625)",,,,,"3685941","548378","A0090514","3","1A","2014-01-01T15:56:24.000","2014-01-01T16:01:05.000","2014-01-01T15:13:49.000","2014-01-01T15:54:31.000","94F","FIREWORKS","70122"
"019XX Spain 58","NAT","Necessary Action Taken",,,,,,"0","0","A0090714","0","1H","2014-01-01T15:16:19.000","2014-01-01T17:13:54.000","2014-01-01T15:16:19.000","2014-01-01T15:17:44.000","21","COMPLAINT OTHER",
"016XX 3rd St","NAT","Necessary Action Taken","POINT (-90.08495357 29.9325456)",,,,,"3676244","523115","A0090814","6","2A","2014-01-01T15:25:32.000","2014-01-01T15:37:14.000","2014-01-01T15:18:25.000","2014-01-01T15:20:56.000","103","DISTURBANCE (OTHER)","70130"
"005XX S Saint Patrick St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0090914","3","2B","2014-01-01T15:34:04.000","2014-01-01T15:43:23.000","2014-01-01T15:22:49.000","2014-01-01T15:25:20.000","24","MEDICAL","70119"
"Franklin Ave (3Y03) & Verbena St","NAT","Necessary Action Taken","POINT (-90.05015266 30.00007924)",,,,,"3686992","547795","A0091014","3","1H","2014-01-01T15:25:11.000","2014-01-01T15:38:19.000","2014-01-01T15:25:11.000",,"18","TRAFFIC INCIDENT","70122"
"014XX N Claiborne Ave","RTF","REPORT TO FOLLOW","POINT (-90.06823672 29.96930208)",,,,,"3681391","536539","A0091214","1","1C","2014-01-01T15:27:59.000","2014-01-01T16:20:48.000","2014-01-01T15:27:53.000","2014-01-01T15:27:53.000","20","AUTO ACCIDENT","70116"
"085XX Oak St","UNF","UNFOUNDED","POINT (-90.13375 29.9507182)",,,,,"3660720","529559","A0091314","2","2H","2014-01-01T15:36:01.000","2014-01-01T15:36:13.000","2014-01-01T15:28:15.000","2014-01-01T15:29:36.000","94F","FIREWORKS","70118"
"001XX N Salcedo St","NAT","Necessary Action Taken","POINT (-90.09113887 29.96832032)",,,,,"3674144","536103","A0091414","1","1H",,"2014-01-01T15:30:45.000","2014-01-01T15:29:01.000","2014-01-01T15:29:01.000","21","COMPLAINT OTHER","70119"
"097XX Chef Menteur Hwy","NAT","Necessary Action Taken","POINT (-89.97214232 30.01877253)",,,,,"3711602","554877","A0091514","7","2A","2014-01-01T15:34:59.000","2014-01-01T16:00:46.000","2014-01-01T15:29:50.000","2014-01-01T15:32:40.000","107","SUSPICIOUS PERSON","70127"
"020XX Constance St","NAT","Necessary Action Taken","POINT (-90.07444419 29.9296203)",,,,,"3679585","522088","A0091614","6","1A",,"2014-01-01T15:47:31.000","2014-01-01T15:30:11.000","2014-01-01T15:47:17.000","103","DISTURBANCE (OTHER)","70130"
"S Carrollton Ave (1L04) & Palmyra St","NAT","Necessary Action Taken","POINT (-90.10224706 29.9728377)",,,,,"3670610","537708","A0091714","1","1H",,"2014-01-01T15:51:47.000","2014-01-01T15:30:35.000","2014-01-01T15:30:35.000","18","TRAFFIC INCIDENT","70119"
"007XX State St","VOI","VOID","POINT (-90.12208663 29.92145813)",,,,,"3664526","518957","A0091814","2","2C",,"2014-01-01T15:38:54.000","2014-01-01T15:31:39.000","2014-01-01T15:33:02.000","62A","BURGLAR ALARM, SILENT","70118"
"Poland Ave (5D03) & N Robertson St","NAT","Necessary Action Taken","POINT (-90.03036858 29.96880495)",,,,,"3693383","536493","A0091914","5","1H","2014-01-01T15:31:50.000","2014-01-01T15:53:49.000","2014-01-01T15:31:50.000",,"18","TRAFFIC INCIDENT","70117"
"012XX Casa Calvo St","NAT","Necessary Action Taken","POINT (-90.03497276 29.94193233)",,,,,"3692036","526705","A0092014","4","1A",,"2014-01-01T16:48:29.000","2014-01-01T15:32:11.000","2014-01-01T16:38:53.000","94F","FIREWORKS","70114"
