"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type","typetext","zip"
"030XX Holiday Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.01381364133921 29.924341350683545)",,,,,"3698811.00000000","520385.00000000","A0086911","4","1H","2011-01-01T12:19:44.000","2011-01-01T12:31:36.000","2011-01-01T12:19:38.000","2011-01-01T12:19:40.000","18","TRAFFIC  INCIDENT","70131"
"022XX Amelia St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09645158975567 29.933064331364513)",,,,,"3672601.00000000","523265.00000000","A0087111","6","2B","2011-01-01T12:22:49.000","2011-01-01T12:27:58.000","2011-01-01T12:22:44.000","2011-01-01T12:22:46.000","107","SUSPICIOUS PERSON","70115"
"004XX Dauphine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06841166366632 29.95721771190028)",,,,,"3681385.00000000","532145.00000000","A0087211","8","2B","2011-01-01T12:27:56.000","2011-01-01T12:44:03.000","2011-01-01T12:23:05.000","2011-01-01T12:25:47.000","103F","FIGHT","70112"
"044XX Florida Ave","VOI","VOID","POINT (-90.02568493406557 29.981151322293687)",,,,,"3694815.00000000","541000.00000000","A4280411","5","2C",,"2011-01-28T11:47:47.000","2011-01-28T11:46:48.000",,"62A","BURGLAR ALARM, SILEN","70117"
"Ursulines Ave & N Villere St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06883338531115 29.966054744689373)",,,,,"3681216.00000000","535357.00000000","A0087411","1","2E","2011-01-01T12:34:09.000","2011-01-01T13:31:41.000","2011-01-01T12:24:34.000","2011-01-01T12:27:51.000","62","SIMPLE BURGLARY","70116"
"050XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.11053127877243 29.98140593043312)",,,,,"3667954.00000000","540796.00000000","A0087311","3","2C","2011-01-01T12:37:48.000","2011-01-01T12:40:07.000","2011-01-01T12:24:36.000","2011-01-01T12:26:27.000","62A","BURGLAR ALARM, SILEN","70119"
"036XX Cadiz St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10643335522462 29.945524515856054)",,,,,"3669391.00000000","527762.00000000","A0087611","2","1A","2011-01-01T12:33:42.000","2011-01-01T13:34:28.000","2011-01-01T12:25:39.000","2011-01-01T12:28:29.000","103","DISTURBANCE (OTHER)","70125"
"035XX Sullen Pl","NAT","NECESSARY ACTION TAKEN","POINT (-89.9859617550219 29.917582693194184)",,,,,"3707662.00000000","518030.00000000","A0087811","4","1C","2011-01-01T12:34:40.000","2011-01-01T13:02:06.000","2011-01-01T12:26:33.000","2011-01-01T12:30:23.000","103","DISTURBANCE (OTHER)","70131"
"001XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06978311579051 29.953908893404925)",,,,,"3680964.00000000","530937.00000000","A0087511","8","1E","2011-01-01T12:57:32.000","2011-01-01T13:58:40.000","2011-01-01T12:27:23.000","2011-01-01T12:57:28.000","67P","PICKPOCKET","70112"
"007XX Bourbon St","UNF","UNFOUNDED","POINT (-90.06530869835346 29.959093594357654)",,,,,"3682360.00000000","532838.00000000","A0087711","8","0A","2011-01-01T13:10:37.000","2011-01-01T13:13:14.000","2011-01-01T12:27:33.000","2011-01-01T13:09:48.000","21L","LOST OR STOLEN","70116"
"002XX Bourbon St","UNF","UNFOUNDED","POINT (-90.06907837799429 29.954696873099614)",,,,,"3681184.00000000","531226.00000000","A0087911","8","0A","2011-01-01T13:08:54.000","2011-01-01T13:14:09.000","2011-01-01T12:30:02.000","2011-01-01T13:08:50.000","21L","LOST OR STOLEN","70112"
"003XX Royal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06727941160821 29.955108575881717)",,,,,"3681752.00000000","531382.00000000","A0088011","8","0A",,"2011-01-01T14:07:40.000","2011-01-01T12:30:24.000","2011-01-01T13:33:32.000","21","COMPLAINT OTHER","70130"
"014XX Music St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05132532924829 29.972298339269802)",,,,,"3686734.00000000","537689.00000000","A0088111","5","2D",,"2011-01-01T12:35:09.000","2011-01-01T12:30:42.000","2011-01-01T12:32:24.000","911","SILENT E-911 CALL","70117"
"009XX Magazine St","RTF","REPORT TO FOLLOW","POINT (-90.06985005405028 29.943385292702562)",,,,,"3680985.00000000","527110.00000000","A0088311","8","1E","2011-01-01T15:32:04.000","2011-01-01T16:33:11.000","2011-01-01T12:30:52.000","2011-01-01T13:42:23.000","67","THEFT","70130"
"Oretha Castle Haley Blvd & Terps","NAT","NECESSARY ACTION TAKEN","POINT (-90.07964446362823 29.940415487693603)",,,,,"3677895.00000000","525996.00000000","A0088211","6","1H","2011-01-01T12:31:38.000","2011-01-01T12:54:21.000","2011-01-01T12:31:10.000","2011-01-01T12:31:27.000","21","COMPLAINT OTHER","70113"
"021XX Holiday Dr","GOA","GONE ON ARRIVAL","POINT (-90.01332518371169 29.93215200983662)",,,,,"3698933.00000000","523227.00000000","A0088511","4","1A","2011-01-01T12:41:34.000","2011-01-01T12:44:39.000","2011-01-01T12:34:41.000","2011-01-01T12:36:19.000","103","DISTURBANCE (OTHER)","70114"
"021XX A P Tureaud Ave","RTF","REPORT TO FOLLOW","POINT (-90.06730333293848 29.978112489933505)",,,,,"3681652.00000000","539747.00000000","A0088411","5","1A","2011-01-01T13:05:29.000","2011-01-01T14:57:48.000","2011-01-01T12:35:13.000","2011-01-01T12:42:34.000","67A","AUTO THEFT","70119"
"015XX Monroe St","RTF","REPORT TO FOLLOW","POINT (-90.13240765727038 29.95373085682779)",,,,,"3661134.00000000","530659.00000000","A0089011","2","1E","2011-01-01T12:59:02.000","2011-01-01T13:35:50.000","2011-01-01T12:39:33.000","2011-01-01T12:42:09.000","67C","THEFT FROM EXTERIOR","70118"
"003XX Royal St","RTF","REPORT TO FOLLOW","POINT (-90.06727941160821 29.955108575881717)",,,,,"3681752.00000000","531382.00000000","A0088711","8","0A",,"2011-01-01T13:26:29.000","2011-01-01T12:39:42.000","2011-01-01T13:26:26.000","21L","LOST OR STOLEN","70130"
"Clara St & Felicity St","UNF","UNFOUNDED","POINT (-90.08712060188104 29.944787509340394)",,,,,"3675510.00000000","527560.00000000","A0089211","6","1F","2011-01-01T13:29:05.000","2011-01-01T13:38:10.000","2011-01-01T12:40:41.000","2011-01-01T13:25:47.000","66","EXTORTION (THREATS)","70113"
"019XX Clarence Henry Truckway","RTF","REPORT TO FOLLOW","POINT (-90.06749026268633 29.925792833845954)",,,,,"3681803.00000000","520721.00000000","A0088911","6","2B",,"2011-01-01T12:40:56.000","2011-01-01T12:40:54.000",,"35D","SIMPLE BATTERY DOMES","70130"
"030XX St Peter St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08634637092665 29.972379075127)",,,,,"3675646.00000000","537596.00000000","A0089111","1","1H","2011-01-01T12:55:17.000","2011-01-01T12:55:21.000","2011-01-01T12:44:31.000","2011-01-01T12:44:34.000","21","COMPLAINT OTHER","70119"
"009XX Lyons St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10716315395453 29.920566871053136)",,,,,"3669257.00000000","518684.00000000","A0089411","2","2C","2011-01-01T12:54:49.000","2011-01-01T13:24:25.000","2011-01-01T12:45:33.000","2011-01-01T12:47:04.000","62A","BURGLAR ALARM, SILEN","70115"
"Canal St & David St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10139365193274 29.974940770674287)",,,,,"3670872.00000000","538476.00000000","A0089311","3","1H","2011-01-01T12:46:10.000","2011-01-01T13:03:45.000","2011-01-01T12:46:10.000","2011-01-01T12:46:10.000","18","TRAFFIC  INCIDENT","70119"
"Flake Ave & Hammond St","NAT","NECESSARY ACTION TAKEN","POINT (-89.98959015525593 30.02137775785499)",,,,,"3706070.00000000","555760.00000000","A0089511","7","1H","2011-01-01T12:47:09.000","2011-01-01T13:15:12.000","2011-01-01T12:47:08.000","2011-01-01T12:47:09.000","18","TRAFFIC  INCIDENT","70127"
"001XX Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06699003344195 29.952031294411526)",,,,,"3681856.00000000","530264.00000000","A0089611","8","1H","2011-01-01T12:49:26.000","2011-01-01T13:32:06.000","2011-01-01T12:47:56.000","2011-01-01T12:49:07.000","21","COMPLAINT OTHER","70130"
"035XX Banks St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09763980852088 29.968168123074733)",,,,,"3672087.00000000","536026.00000000","A0089711","1","1C","2011-01-01T12:51:21.000","2011-01-01T13:24:05.000","2011-01-01T12:48:23.000","2011-01-01T12:50:29.000","103","DISTURBANCE (OTHER)","70119"
"029XX Hollygrove St","NAT","NECESSARY ACTION TAKEN","POINT (-90.12405274132277 29.965633251774303)",,,,,"3663734.00000000","535015.00000000","A0089911","2","1A","2011-01-01T13:39:17.000","2011-01-01T14:16:10.000","2011-01-01T12:49:41.000","2011-01-01T13:23:11.000","21","COMPLAINT OTHER","70118"
"Behrman Ave & Gen Meyer Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.03680367215722 29.944969546977024)",,,,,"3691444.00000000","527803.00000000","A0089811","4","1H","2011-01-01T12:50:46.000","2011-01-01T13:03:54.000","2011-01-01T12:50:35.000","2011-01-01T12:50:38.000","18","TRAFFIC  INCIDENT","70114"
"079XX Means Ave","VOI","VOID","POINT (-89.98425597120445 30.048229079888355)",,,,,"3707643.00000000","565544.00000000","A0090011","7","2D",,"2011-01-01T12:52:51.000","2011-01-01T12:50:59.000",,"911","SILENT E-911 CALL","70127"
"013XX Simon Bolivar Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.08057615562396 29.943919609819297)",,,,,"3677586.00000000","527267.00000000","A0090111","6","1H","2011-01-01T12:52:48.000","2011-01-01T13:41:01.000","2011-01-01T12:52:35.000","2011-01-01T12:52:40.000","21","COMPLAINT OTHER","70113"
"012XX S Prieur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08961469273184 29.95014609666226)",,,,,"3674699.00000000","529500.00000000","A0090211","6","1H",,"2011-01-01T12:56:38.000","2011-01-01T12:56:25.000","2011-01-01T12:56:28.000","18","TRAFFIC  INCIDENT","70125"
"012XX S Prieur St","RTF","REPORT TO FOLLOW","POINT (-90.08961469273184 29.95014609666226)",,,,,"3674699.00000000","529500.00000000","A0090311","6","1G","2011-01-01T12:56:58.000","2011-01-01T13:58:25.000","2011-01-01T12:56:52.000","2011-01-01T12:56:54.000","17F","FUGITIVE ATTTACHMENT","70125"
"030XX Banks St","RTF","REPORT TO FOLLOW","POINT (-90.09295763802047 29.964978092773634)",,,,,"3673582.00000000","534882.00000000","A0090511","1","2B","2011-01-01T13:03:27.000","2011-01-01T14:57:23.000","2011-01-01T13:03:23.000","2011-01-01T13:03:25.000","35D","SIMPLE BATTERY DOMES","70119"
"021XX 4th St","RTF","REPORT TO FOLLOW","POINT (-90.08842077663294 29.935738579348403)",,,,,"3675134.00000000","524265.00000000","A0090611","6","1C","2011-01-01T13:29:49.000","2011-01-01T14:40:52.000","2011-01-01T13:04:36.000","2011-01-01T13:08:05.000","37","AGGRAVATED ASSAULT","70113"
"009XX Poeyfarre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06808391117936 29.941473569487773)",,,,,"3681552.00000000","526421.00000000","A0090711","8","1A","2011-01-01T15:40:17.000","2011-01-01T16:08:12.000","2011-01-01T13:05:38.000","2011-01-01T15:20:10.000","63","PROWLER","70130"
"025XX Choctaw St","RTF","REPORT TO FOLLOW","POINT (-90.01305542628245 29.976171487256874)",,,,,"3698834.00000000","539235.00000000","A0090911","5","2B","2011-01-01T13:23:16.000","2011-01-01T14:38:15.000","2011-01-01T13:09:30.000","2011-01-01T13:11:24.000","35D","SIMPLE BATTERY DOMES","70117"
"019XX E Homestead Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.01886269917915 29.93697598657541)",,,,,"3697159.00000000","524961.00000000","A0091011","4","1H","2011-01-01T13:20:07.000","2011-01-01T13:43:44.000","2011-01-01T13:11:07.000","2011-01-01T13:11:11.000","21","COMPLAINT OTHER","70114"
"022XX Magnolia St","UNF","UNFOUNDED","POINT (-90.08811785883277 29.94280870475959)",,,,,"3675202.00000000","526837.00000000","A0091111","6","2H","2011-01-01T13:18:16.000","2011-01-01T13:19:39.000","2011-01-01T13:11:34.000","2011-01-01T13:14:31.000","21","COMPLAINT OTHER","70113"
"029XX Dickens Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.98376172645908 29.920596174661622)",,,,,"3708346.00000000","519134.00000000","A0091411","4","1C","2011-01-01T13:25:54.000","2011-01-01T13:33:52.000","2011-01-01T13:12:10.000","2011-01-01T13:16:15.000","103","DISTURBANCE (OTHER)","70131"
"037XX Franklin Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.04970511428864 29.99708195294669)",,,,,"3687146.00000000","546707.00000000","A0091211","3","1H","2011-01-01T13:43:36.000","2011-01-01T14:02:37.000","2011-01-01T13:12:44.000","2011-01-01T13:41:09.000","21","COMPLAINT OTHER","70122"
"096XX Hayne Blvd","VOI","VOID","POINT (-89.98686208013062 30.047887250899397)",,,,,"3706820.00000000","565410.00000000","A0091311","7","2C",,"2011-01-01T13:16:42.000","2011-01-01T13:13:58.000",,"62A","BURGLAR ALARM, SILEN","70127"
"Gen Ogden St & Willow St","NAT","NECESSARY ACTION TAKEN","POINT (-90.13491977443991 29.954127757466747)",,,,,"3660337.00000000","530795.00000000","A0091511","2","2B","2011-01-01T13:18:18.000","2011-01-01T13:31:40.000","2011-01-01T13:17:50.000","2011-01-01T13:18:02.000","107","SUSPICIOUS PERSON","70118"
"049XX Werner Dr","SUPP","SUPPLEMENTAL","POINT (-89.9940104366904 30.02237428967505)",,,,,"3704667.00000000","556106.00000000","A0091611","7","1G","2011-01-01T13:18:33.000","2011-01-01T14:07:42.000","2011-01-01T13:18:24.000","2011-01-01T13:18:26.000","58","RETURN FOR ADDITIONA","70126"
"003XX Julia St","RTF","REPORT TO FOLLOW","POINT (-90.06603778480958 29.944707128002143)",,,,,"3682187.00000000","527604.00000000","A0091711","8","0A","2011-01-01T19:53:19.000","2011-01-01T21:06:25.000","2011-01-01T13:19:01.000","2011-01-01T19:47:02.000","21L","LOST OR STOLEN","70130"
"073XX Drexel Dr","DUP","DUPLICATE","POINT (-90.10891273486436 29.965292508776123)",,,,,"3668529.00000000","534942.00000000","A4419111","6","1C",,"2011-01-29T04:34:23.000","2011-01-29T04:23:13.000",,"35","SIMPLE BATTERY","70125"
"085XX Green St","RTF","REPORT TO FOLLOW","POINT (-90.12951114277037 29.953786888673964)",,,,,"3662051.00000000","530689.00000000","A0091911","2","1A","2011-01-01T13:33:25.000","2011-01-01T14:26:56.000","2011-01-01T13:19:37.000","2011-01-01T13:24:30.000","103D","DOMESTIC DISTURBANCE","70118"
"075XX Hurst St","RTF","REPORT TO FOLLOW","POINT (-90.13262571600328 29.936396951310158)",,,,,"3661131.00000000","524355.00000000","A0091811","2","1A","2011-01-01T13:36:08.000","2011-01-01T14:08:49.000","2011-01-01T13:20:31.000","2011-01-01T13:30:39.000","67","THEFT","70118"
"064XX Memphis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.1053321302532 30.007812246100027)",,,,,"3669497.00000000","550416.00000000","A0092011","3","2C","2011-01-01T13:28:41.000","2011-01-01T13:44:02.000","2011-01-01T13:21:03.000","2011-01-01T13:23:11.000","62A","BURGLAR ALARM, SILEN","70124"
"027XX Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.08453403167995 29.970054652641046)",,,,,"3676229.00000000","536757.00000000","A0092211","1","1E","2011-01-01T13:47:32.000","2011-01-01T14:01:24.000","2011-01-01T13:22:16.000","2011-01-01T13:39:23.000","21","COMPLAINT OTHER","70119"
"019XX St Ann St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07482499999675 29.96628817933037)",,,,,"3679318.00000000","535421.00000000","A0092411","1","1H","2011-01-01T14:50:22.000","2011-01-01T15:04:40.000","2011-01-01T13:22:28.000","2011-01-01T14:49:30.000","21","COMPLAINT OTHER","70116"
"Pelican Ave & Verret St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05117573978308 29.95321739657903)",,,,,"3686859.00000000","530751.00000000","A0092111","4","1H","2011-01-01T13:22:57.000","2011-01-01T13:44:01.000","2011-01-01T13:22:52.000","2011-01-01T13:22:54.000","18","TRAFFIC  INCIDENT","70114"
"Hamburg St & Senate St","RTF","REPORT TO FOLLOW","POINT (-90.07502169955359 29.999023116030614)",,,,,"3679125.00000000","547324.00000000","A0092511","3","1E","2011-01-01T13:51:34.000","2011-01-01T14:19:13.000","2011-01-01T13:22:56.000","2011-01-01T13:47:12.000","100","HIT & RUN","70122"
"027XX Tulane Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0906864074316 29.961967429646066)",,,,,"3674313.00000000","533795.00000000","A0092611","1","1A","2011-01-01T13:27:15.000","2011-01-01T13:53:22.000","2011-01-01T13:23:15.000","2011-01-01T13:25:19.000","103","DISTURBANCE (OTHER)","70119"
"020XX Broadway St","NAT","NECESSARY ACTION TAKEN","POINT (-90.1179614409658 29.9486894940065)",,,,,"3665728.00000000","528874.00000000","A0092311","2","1H","2011-01-01T13:25:12.000","2011-01-01T13:30:06.000","2011-01-01T13:23:39.000","2011-01-01T13:23:42.000","18","TRAFFIC  INCIDENT","70118"
"Milton St & St Bernard Ave","RTF","REPORT TO FOLLOW","POINT (-90.07894622114826 29.995713848369146)",,,,,"3677896.00000000","546107.00000000","A0092711","3","1C","2011-01-01T14:40:06.000","2011-01-01T15:26:54.000","2011-01-01T13:25:14.000","2011-01-01T14:19:18.000","20","AUTO ACCIDENT","70122"
"007XX N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06831712560901 29.960439797057983)",,,,,"3681402.00000000","533317.00000000","A0092811","8","2H","2011-01-01T13:32:14.000","2011-01-01T13:41:30.000","2011-01-01T13:25:59.000","2011-01-01T13:27:56.000","21","COMPLAINT OTHER","70116"
"036XX Dickens Dr","UNF","UNFOUNDED","POINT (-89.98422797068417 29.916231155594787)",,,,,"3708217.00000000","517545.00000000","A0092911","4","2D","2011-01-01T13:28:09.000","2011-01-01T13:33:45.000","2011-01-01T13:26:44.000","2011-01-01T13:27:51.000","911","SILENT E-911 CALL","70131"
"052XX Mac Arthur Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-89.99962284156554 29.92291122360538)",,,,,"3703312.00000000","519917.00000000","A0093011","4","2C","2011-01-01T13:40:49.000","2011-01-01T13:44:13.000","2011-01-01T13:27:48.000","2011-01-01T13:30:38.000","62A","BURGLAR ALARM, SILEN","70131"
"011XX Dauphine St","RTF","REPORT TO FOLLOW","POINT (-90.06346061860106 29.962612266995027)",,,,,"3682931.00000000","534124.00000000","A0093311","8","1D","2011-01-01T13:37:00.000","2011-01-01T14:57:43.000","2011-01-01T13:28:48.000","2011-01-01T13:30:12.000","35","SIMPLE BATTERY","70116"
"003XX Royal St","UNF","UNFOUNDED","POINT (-90.06727941160821 29.955108575881717)",,,,,"3681752.00000000","531382.00000000","A0093111","8","0A","2011-01-01T21:07:07.000","2011-01-01T22:30:08.000","2011-01-01T13:28:53.000","2011-01-01T21:06:33.000","21L","LOST OR STOLEN","70130"
"015XX N Rocheblave St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07312013305274 29.976988569985465)",,,,,"3679815.00000000","539318.00000000","A0093411","1","1C","2011-01-01T13:41:53.000","2011-01-01T14:05:15.000","2011-01-01T13:29:11.000","2011-01-01T13:37:41.000","103","DISTURBANCE (OTHER)","70119"
"006XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06836148700174 29.952456985855555)",,,,,"3681420.00000000","530414.00000000","A0093211","8","1H","2011-01-01T13:40:42.000","2011-01-01T14:49:21.000","2011-01-01T13:29:45.000","2011-01-01T13:30:42.000","21","COMPLAINT OTHER","70130"
"005XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06761342871941 29.952427792197724)",,,,,"3681657.00000000","530406.00000000","A0093611","8","1A","2011-01-01T13:43:22.000","2011-01-01T14:37:37.000","2011-01-01T13:32:20.000","2011-01-01T13:37:23.000","63","PROWLER","70130"
"Decatur St & Toulouse St","RTF","REPORT TO FOLLOW","POINT (-90.06350790351988 29.955919233117218)",,,,,"3682943.00000000","531690.00000000","A0093511","8","0A","2011-01-01T13:32:27.000","2011-01-01T14:40:18.000","2011-01-01T13:32:23.000","2011-01-01T13:32:25.000","21L","LOST OR STOLEN","70130"
"046XX Michoud Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-89.9282276298758 30.031836266451805)",,,,,"3725441.00000000","559796.00000000","A0093711","7","1C","2011-01-01T13:50:46.000","2011-01-01T14:01:29.000","2011-01-01T13:32:59.000","2011-01-01T13:41:33.000","103","DISTURBANCE (OTHER)","70129"
"S Claiborne Ave & Mlk Blvd","UNF","UNFOUNDED","POINT (-90.08836918598337 29.946201826982943)",,,,,"3675109.00000000","528070.00000000","A0093811","6","2H","2011-01-01T13:38:14.000","2011-01-01T13:48:44.000","2011-01-01T13:34:37.000","2011-01-01T13:37:55.000","21","COMPLAINT OTHER","70113"
"Esplanade Ave & N Miro St","RTF","REPORT TO FOLLOW","POINT (-90.07395737395139 29.9729706028957)",,,,,"3679566.00000000","537854.00000000","A0093911","1","1C","2011-01-01T14:22:41.000","2011-01-01T14:47:45.000","2011-01-01T13:36:13.000","2011-01-01T13:55:53.000","20","AUTO ACCIDENT","70119"
"Gen Meyer Ave & Sullen Pl","NAT","NECESSARY ACTION TAKEN","POINT (-89.98511905615746 29.923879880715596)",,,,,"3707902.00000000","520323.00000000","A0094011","4","1H","2011-01-01T13:37:45.000","2011-01-01T13:47:07.000","2011-01-01T13:37:39.000","2011-01-01T13:37:41.000","21","COMPLAINT OTHER","70131"
"007XX St Charles Ave","UNF","UNFOUNDED","POINT (-90.07134729391058 29.94683991148798)",,,,,"3680497.00000000","528361.00000000","A0094111","8","2C","2011-01-01T13:59:46.000","2011-01-01T14:51:19.000","2011-01-01T13:37:48.000","2011-01-01T13:39:10.000","62A","BURGLAR ALARM, SILEN","70130"
"006XX Frenchmen St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05784419249471 29.96393019726589)",,,,,"3684704.00000000","534623.00000000","A0094211","8","1A","2011-01-01T14:10:20.000","2011-01-01T14:12:06.000","2011-01-01T13:38:41.000","2011-01-01T14:03:58.000","103","DISTURBANCE (OTHER)","70116"
"059XX Timoleon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.02089827250911 30.011719347364885)",,,,,"3696203.00000000","552133.00000000","A0094411","7","1E","2011-01-01T15:54:26.000","2011-01-01T15:54:36.000","2011-01-01T13:39:14.000","2011-01-01T15:07:05.000","21","COMPLAINT OTHER","70126"
"067XX Tara Ln","NAT","NECESSARY ACTION TAKEN","POINT (-89.98438509800168 30.028876010666508)",,,,,"3707685.00000000","558506.00000000","A0094311","7","2B","2011-01-01T13:40:49.000","2011-01-01T13:48:52.000","2011-01-01T13:40:08.000","2011-01-01T13:40:10.000","107","SUSPICIOUS PERSON","70127"
"St Andrew St & St Thomas St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07100015919825 29.927102565045704)",,,,,"3680686.00000000","521185.00000000","A0094511","6","1A","2011-01-01T14:10:57.000","2011-01-01T14:18:02.000","2011-01-01T13:40:18.000","2011-01-01T13:48:58.000","94F","FIREWORKS","70130"
"135XX Dwyer Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-89.92593647534308 30.037867306645115)",,,,,"3726139.00000000","561998.00000000","A0094611","7","1H",,"2011-01-01T13:54:27.000","2011-01-01T13:45:30.000","2011-01-01T13:45:32.000","21","COMPLAINT OTHER","70129"
"003XX Andrew Higgins Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.06624736240485 29.94187939521624)",,,,,"3682132.00000000","526575.00000000","A0094711","8","1H",,"2011-01-02T00:38:28.000","2011-01-01T13:46:16.000","2011-01-02T00:15:05.000","21","COMPLAINT OTHER","70130"
"029XX Vespasian Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.02669244287044 29.93076194863677)",,,,,"3694705.00000000","522673.00000000","A0094811","4","1C","2011-01-01T13:51:35.000","2011-01-01T14:07:43.000","2011-01-01T13:46:30.000","2011-01-01T13:48:54.000","103","DISTURBANCE (OTHER)","70114"
"Almonaster Ave & N Prieur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.04762096032916 29.977151692015966)",,,,,"3687887.00000000","539467.00000000","A0094911","5","1H","2011-01-01T13:49:27.000","2011-01-01T14:20:52.000","2011-01-01T13:48:17.000","2011-01-01T13:48:20.000","21","COMPLAINT OTHER","70117"
"015XX Hermosa St","RTF","REPORT TO FOLLOW","POINT (-90.04907456746335 29.939565132419563)",,,,,"3687580.00000000","525794.00000000","A0095111","4","1H","2011-01-01T15:20:25.000","2011-01-01T16:24:00.000","2011-01-01T13:51:26.000","2011-01-01T15:10:33.000","21","COMPLAINT OTHER","70114"
"Gov Nicholls Wharf","NAT","NECESSARY ACTION TAKEN","POINT (-90.05827272841444 29.959806605595414)",,,,,"3684585.00000000","533122.00000000","A0095211","8","2B","2011-01-01T14:00:40.000","2011-01-01T14:32:28.000","2011-01-01T13:51:26.000","2011-01-01T13:54:12.000","24","AMBULANCE REQUEST","70116"
"008XX Atlantic Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.04531658473068 29.94743466468817)",,,,,"3688738.00000000","528669.00000000","A0095411","4","1H","2011-01-01T14:10:16.000","2011-01-01T14:38:08.000","2011-01-01T13:53:21.000","2011-01-01T14:05:03.000","21","COMPLAINT OTHER","70114"
"138XX Dwyer Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-89.92185951667578 30.039407675234646)",,,,,"3727422.00000000","562574.00000000","A0095311","7","1A",,"2011-01-01T13:57:20.000","2011-01-01T13:53:29.000","2011-01-01T13:55:13.000","94F","FIREWORKS","70129"
"I-10 W & I-610 E","UNF","UNFOUNDED","POINT (-90.12013707279065 29.99544816748593)",,,,,"3664859.00000000","545870.00000000","A0095611","3","2H","2011-01-01T14:10:30.000","2011-01-01T14:21:51.000","2011-01-01T13:54:53.000","2011-01-01T13:57:44.000","21","COMPLAINT OTHER","70124"
"034XX Frenchmen St","RTF","REPORT TO FOLLOW","POINT (-90.06002903141419 29.992938993313835)",,,,,"3683895.00000000","545164.00000000","A0095511","3","1D","2011-01-01T15:56:34.000","2011-01-01T16:49:29.000","2011-01-01T13:55:17.000","2011-01-01T15:38:17.000","56","SIMPLE CRIMINAL DAMA","70122"
"073XX Dalewood Rd","NAT","NECESSARY ACTION TAKEN","POINT (-90.00767969697793 30.031527061893325)",,,,,"3700303.00000000","559384.00000000","A0095711","7","1H","2011-01-01T13:58:53.000","2011-01-01T14:24:23.000","2011-01-01T13:58:49.000","2011-01-01T13:58:50.000","21","COMPLAINT OTHER","70126"
"021XX Pine St","UNF","UNFOUNDED","POINT (-90.11786720790622 29.950203865571424)",,,,,"3665752.00000000","529425.00000000","A0095811","2","2D","2011-01-01T14:05:44.000","2011-01-01T14:22:37.000","2011-01-01T14:00:52.000","2011-01-01T14:01:53.000","911","SILENT E-911 CALL","70118"
"Belleville St & Lamarque St","NAT","NECESSARY ACTION TAKEN","POINT (-90.04857155954704 29.942337728249736)",,,,,"3687728.00000000","526804.00000000","A0096011","4","1H","2011-01-01T14:06:36.000","2011-01-01T14:07:25.000","2011-01-01T14:02:39.000","2011-01-01T14:03:47.000","21","COMPLAINT OTHER","70114"
