"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"Decatur St & Ursulines Ave","GOA","GONE ON ARRIVAL","POINT (-90.05997213 29.95992189)",,,,,"3684046","533157","A0025415","8","2B","2015-01-01T02:20:31.000","2015-01-01T02:20:34.000","2015-01-01T02:13:32.000","2015-01-01T02:14:49.000","103F","FIGHT","70116"
"Tulane Ave & S Dorgenois St (1G02)","NAT","Necessary Action Taken","POINT (-90.08906724 29.96102673)",,,,,"3674829","533458","A0025515","1","1H","2015-01-01T02:13:52.000","2015-01-01T02:29:53.000","2015-01-01T02:13:52.000","2015-01-01T02:27:45.000","18","TRAFFIC INCIDENT","70119"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06775199 29.95628022)",,,,,"3681597","531806","A0025615","8","1E","2015-01-01T02:15:09.000","2015-01-01T03:05:56.000","2015-01-01T02:15:09.000","2015-01-01T03:05:51.000","67P","PICKPOCKET","70112"
"055XX Wickfield Dr","NAT","Necessary Action Taken","POINT (-90.06874681 30.01454801)",,,,,"3681048","552991","A0025715","3","2C","2015-01-01T02:36:34.000","2015-01-01T02:36:54.000","2015-01-01T02:15:21.000","2015-01-01T02:24:59.000","62A","BURGLAR ALARM, SILENT","70122"
"024XX 6th St","RTF","REPORT TO FOLLOW","POINT (-90.0924627 29.93739414)",,,,,"3673847","524853","A0025815","6","1A","2015-01-01T02:27:16.000","2015-01-01T02:50:01.000","2015-01-01T02:17:30.000","2015-01-01T02:21:29.000","56","SIMPLE CRIMINAL DAMAGE","70115"
"014XX N White St","VOI","VOID","POINT (-90.07961374 29.97920922)",,,,,"3677750","540102","A0025915","1","2B","2015-01-01T02:24:20.000","2015-01-01T02:27:17.000","2015-01-01T02:18:39.000","2015-01-01T02:19:14.000","64A","HOLD UP ALARM",
"008XX Conti St","NAT","Necessary Action Taken","POINT (-90.06775199 29.95628022)",,,,,"3681597","531806","A0026015","8","1H","2015-01-01T02:20:06.000","2015-01-01T02:36:17.000","2015-01-01T02:20:06.000",,"21","COMPLAINT OTHER","70112"
"004XX Belleville St","NAT","Necessary Action Taken","POINT (-90.04783301 29.95193364)",,,,,"3687922","530296","A0026115","4","1A",,"2015-01-01T03:17:37.000","2015-01-01T02:20:21.000","2015-01-01T02:39:31.000","94F","FIREWORKS","70114"
"019XX N Broad St","NAT","Necessary Action Taken","POINT (-90.07148313 29.98411446)",,,,,"3680304","541914","A0026215","3","2C","2015-01-01T02:40:57.000","2015-01-01T03:27:22.000","2015-01-01T02:23:26.000","2015-01-01T02:36:59.000","62A","BURGLAR ALARM, SILENT","70119"
"003XX S Broad St","NAT","Necessary Action Taken","POINT (-90.08956026 29.96352053)",,,,,"3674663","534363","A0026315","1","2B","2015-01-01T02:26:25.000","2015-01-01T04:10:07.000","2015-01-01T02:24:07.000","2015-01-01T02:27:30.000","103F","FIGHT","70119"
"030XX Annunciation St","NAT","Necessary Action Taken","POINT (-90.08276001 29.9223366)",,,,,"3676980","519411","A0026415","6","1H","2015-01-01T02:24:16.000","2015-01-01T03:05:38.000","2015-01-01T02:24:16.000","2015-01-01T02:24:43.000","18","TRAFFIC INCIDENT","70115"
"Bourbon St & Toulouse St","RTF","REPORT TO FOLLOW","POINT (-90.06636321 29.95783996)",,,,,"3682031","532378","A0026515","8","0E","2015-01-01T10:40:04.000","2015-01-01T11:14:22.000","2015-01-01T02:24:19.000","2015-01-01T10:38:12.000","21P","LOST PROPERTY","70112"
"Tulane Ave & S Scott St (1K02)","RTF","REPORT TO FOLLOW","POINT (-90.1034911 29.96759439)",,,,,"3670236","535797","A0026615","1","1C","2015-01-01T02:38:40.000","2015-01-01T04:04:44.000","2015-01-01T02:25:34.000","2015-01-01T02:30:46.000","20","AUTO ACCIDENT","70119"
"008XX Baronne St","UNF","UNFOUNDED","POINT (-90.07410974 29.9461762)",,,,,"3679624","528110","A0026715","8","1A",,"2015-01-01T08:16:55.000","2015-01-01T02:26:07.000","2015-01-01T08:05:48.000","56","SIMPLE CRIMINAL DAMAGE","70113"
"Poydras St & Convention Center Blvd (8A02)","UNF","UNFOUNDED","POINT (-90.06422463 29.94809241)",,,,,"3682747","528841","A0026815","8","1C","2015-01-01T07:36:59.000","2015-01-01T07:41:13.000","2015-01-01T02:26:10.000","2015-01-01T07:36:09.000","20","AUTO ACCIDENT","70130"
"071XX Pinebrook Dr","NAT","Necessary Action Taken","POINT (-89.94744831 30.06035501)",,,,,"3719234","570092","A0026915","7","2C","2015-01-01T02:38:12.000","2015-01-01T02:51:20.000","2015-01-01T02:27:52.000","2015-01-01T02:29:16.000","62A","BURGLAR ALARM, SILENT","70128"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06775199 29.95628022)",,,,,"3681597","531806","A0027015","8","1H","2015-01-01T02:29:07.000","2015-01-01T02:29:13.000","2015-01-01T02:29:07.000",,"21","COMPLAINT OTHER","70112"
"055XX Rickert Dr","RTF","REPORT TO FOLLOW","POINT (-89.9986672 30.02248167)",,,,,"3703192","556127","A0027115","7","1C","2015-01-01T08:03:29.000","2015-01-01T10:45:21.000","2015-01-01T02:31:30.000","2015-01-01T07:50:01.000","62R","RESIDENCE BURGLARY","70126"
"047XX Canal St","VOI","VOID","POINT (-90.10706509 29.9786198)",,,,,"3669062","539794","A0027215","3","1H","2015-01-01T02:32:45.000","2015-01-01T02:33:47.000","2015-01-01T02:32:45.000",,"21","COMPLAINT OTHER","70119"
"047XX Canal St","NAT","Necessary Action Taken","POINT (-90.10706509 29.9786198)",,,,,"3669062","539794","A0027315","3","1H","2015-01-01T02:33:04.000","2015-01-01T02:46:04.000","2015-01-01T02:33:04.000",,"21","COMPLAINT OTHER","70119"
"008XX Canal St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0027415","8","2B","2015-01-01T02:33:45.000","2015-01-01T02:48:52.000","2015-01-01T02:33:45.000",,"24","MEDICAL","70112"
"I-10 E","VOI","VOID","POINT (-90.06269773 29.97588668)",,,,,"3683119","538953","A0444515","5","2A",,"2015-01-04T22:10:13.000","2015-01-04T22:06:53.000",,"18","TRAFFIC INCIDENT","70116"
"St Peter St & N Rampart St (1F01)","UNF","UNFOUNDED","POINT (-90.06851229 29.9605317)",,,,,"3681339","533349","A0027515","1","2B","2015-01-01T02:48:18.000","2015-01-01T03:10:01.000","2015-01-01T02:34:31.000","2015-01-01T02:36:04.000","103F","FIGHT","70112"
"004XX N Rampart St","RTF","REPORT TO FOLLOW","POINT (-90.07016461 29.95812883)",,,,,"3680826","532470","A0027615","8","1H","2015-01-01T02:35:56.000","2015-01-01T04:02:51.000","2015-01-01T02:35:56.000",,"21","COMPLAINT OTHER","70112"
"011XX Esplanade Ave","VOI","VOID","POINT (-90.06376093 29.96628579)",,,,,"3682821","535458","A0027715","1","2C",,"2015-01-01T02:41:10.000","2015-01-01T02:36:02.000",,"62A","BURGLAR ALARM, SILENT","70116"
"025XX Martin Luther King Jr Blvd","NAT","Necessary Action Taken","POINT (-90.0846982 29.94401516)",,,,,"3676280","527287","A0027815","6","1G","2015-01-01T02:36:56.000","2015-01-01T03:41:56.000","2015-01-01T02:36:56.000",,"58","RETURN FOR ADDITIONAL INFO","70113"
"005XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06705979 29.95705191)",,,,,"3681813","532089","A0027915","8","1E","2015-01-01T02:37:10.000","2015-01-01T03:05:57.000","2015-01-01T02:37:10.000","2015-01-01T03:05:56.000","67P","PICKPOCKET","70112"
"St Claude Ave & Elysian Fields Ave (5A05)","UNF","UNFOUNDED","POINT (-90.05698587 29.96869133)",,,,,"3684956","536357","A0028015","5","2B","2015-01-01T02:41:57.000","2015-01-01T02:56:13.000","2015-01-01T02:38:36.000","2015-01-01T02:40:27.000","103F","FIGHT","70116"
"046XX Rosemont Pl","NAT","Necessary Action Taken","POINT (-90.00026521 30.01691208)",,,,,"3702710","554096","A0028115","7","1H","2015-01-01T02:51:34.000","2015-01-01T05:11:37.000","2015-01-01T02:38:38.000","2015-01-01T02:51:31.000","21","COMPLAINT OTHER","70126"
"I-10 W & Chef Menteur Hwy (7C01)","RTF","REPORT TO FOLLOW","POINT (-90.01322033 30.01067553)",,,,,"3698637","551781","A0028215","7","1A","2015-01-01T03:56:47.000","2015-01-01T04:42:50.000","2015-01-01T02:39:05.000","2015-01-01T03:56:34.000","100","HIT & RUN","70126"
"003XX Homedale Ave","UNF","UNFOUNDED","POINT (-90.11403802 29.99207146)",,,,,"3666802","544662","A0028315","3","2B","2015-01-01T02:44:46.000","2015-01-01T03:21:43.000","2015-01-01T02:39:26.000","2015-01-01T02:41:42.000","103D","DOMESTIC DISTURBANCE","70124"
"I-10E & High","GOA","GONE ON ARRIVAL","POINT (-90.0202775 29.997814)",,,,,"3696457","547078","A0028415","7","2A","2015-01-01T02:47:52.000","2015-01-01T02:57:32.000","2015-01-01T02:40:33.000","2015-01-01T02:45:33.000","99","WRECKLESS DRIVING",
"034XX Derby Pl","NAT","Necessary Action Taken","POINT (-90.08236024 29.98717897)",,,,,"3676849","542991","A0028515","3","2A",,"2015-01-01T03:07:43.000","2015-01-01T02:42:55.000","2015-01-01T02:55:00.000","103","DISTURBANCE (OTHER)","70119"
"Burgundy St & Frenchmen St","UNF","UNFOUNDED","POINT (-90.05798223 29.96648886)",,,,,"3684649","535552","A0028615","8","2A","2015-01-01T02:53:12.000","2015-01-01T03:25:30.000","2015-01-01T02:43:56.000","2015-01-01T02:48:40.000","107","SUSPICIOUS PERSON","70116"
"Dryades St & Bordeaux St","UNF","UNFOUNDED","POINT (-90.10701902 29.92912912)",,,,,"3669269","521798","A0028715","2","1E",,"2015-01-01T03:37:58.000","2015-01-01T02:44:31.000","2015-01-01T03:37:48.000","21N","NOISE COMPLAINT","70115"
"Camp St (8C01) & Canal St","UNF","UNFOUNDED","POINT (-90.06810396 29.95268451)",,,,,"3681500","530497","A0028815","8","1H",,"2015-01-01T07:55:49.000","2015-01-01T02:47:42.000","2015-01-01T07:55:40.000","21","COMPLAINT OTHER","70130"
"021XX Conti St","RTF","REPORT TO FOLLOW","POINT (-90.07926551 29.96426359)",,,,,"3677920","534669","A0028915","1","2B","2015-01-01T04:07:30.000","2015-01-01T07:13:24.000","2015-01-01T02:49:05.000","2015-01-01T03:56:02.000","35D","SIMPLE BATTERY DOMESTIC","70112"
"044XX Congress Dr","RTF","REPORT TO FOLLOW","POINT (-90.03194134 30.0074834)",,,,,"3692725","550552","A0029015","3","2A","2015-01-01T02:56:29.000","2015-01-01T06:31:54.000","2015-01-01T02:49:47.000","2015-01-01T02:50:51.000","60","AGGRAVATED BURGLARY","70126"
"Jackson Ave (6D03) & Saint Charles Ave","GOA","GONE ON ARRIVAL","POINT (-90.08060507 29.93401091)",,,,,"3677616","523663","A0029115","6","2A","2015-01-01T02:56:10.000","2015-01-01T02:59:31.000","2015-01-01T02:51:25.000","2015-01-01T02:51:55.000","103","DISTURBANCE (OTHER)","70130"
"Napoleon Ave & Chestnut St (2F04)","NAT","Necessary Action Taken","POINT (-90.10179756 29.92281914)",,,,,"3670947","519521","A0029215","2","1H","2015-01-01T02:51:43.000","2015-01-01T02:56:03.000","2015-01-01T02:51:43.000",,"21","COMPLAINT OTHER","70115"
"Canal St & Marais St","UNF","UNFOUNDED","POINT (-90.07523888 29.95750244)",,,,,"3679222","532224","A0029315","1","1C",,"2015-01-01T08:07:18.000","2015-01-01T02:51:55.000","2015-01-01T07:47:09.000","20","AUTO ACCIDENT","70112"
"009XX Felicity St","NAT","Necessary Action Taken","POINT (-90.07253179 29.93154357)",,,,,"3680183","522794","A0029415","6","1A","2015-01-01T03:12:43.000","2015-01-01T03:25:52.000","2015-01-01T02:52:35.000","2015-01-01T02:59:39.000","103","DISTURBANCE (OTHER)","70130"
"009XX Felicity St","DUP","DUPLICATE","POINT (-90.07253179 29.93154357)",,,,,"3680183","522794","A0029515","6","2A",,"2015-01-01T02:56:50.000","2015-01-01T02:53:15.000",,"21","COMPLAINT OTHER","70130"
"Toulouse St & Bourbon St","NAT","Necessary Action Taken","POINT (-90.06636321 29.95783996)",,,,,"3682031","532378","A0029615","8","1H","2015-01-01T02:56:14.000","2015-01-01T02:56:23.000","2015-01-01T02:56:14.000",,"21","COMPLAINT OTHER","70112"
"007XX Saint Louis St","GOA","GONE ON ARRIVAL","POINT (-90.06637685 29.95646996)",,,,,"3682032","531880","A0029715","8","2A",,"2015-01-01T02:59:04.000","2015-01-01T02:56:16.000","2015-01-01T02:59:02.000","21","COMPLAINT OTHER","70130"
"N Carrollton Ave (1N01) & Esplanade Ave","DUP","DUPLICATE","POINT (-90.08955058 29.98376578)",,,,,"3674586","541725","A0029815","1","2B",,"2015-01-01T03:23:31.000","2015-01-01T02:56:41.000",,"103F","FIGHT","70119"
"A P Tureaud Ave (5K02) & N Tonti St","NAT","Necessary Action Taken","POINT (-90.06720282 29.98014937)",,,,,"3681675","540488","A0029915","5","1B","2015-01-01T02:56:46.000","2015-01-01T02:57:59.000","2015-01-01T02:56:46.000",,"52F","FIRE",
"Esplanade Ave & N Claiborne Ave (1A01)","UNF","UNFOUNDED","POINT (-90.06839956 29.96932619)",,,,,"3681340","536548","A0030015","1","2A","2015-01-01T03:03:01.000","2015-01-01T03:05:49.000","2015-01-01T02:56:49.000","2015-01-01T02:58:41.000","21","COMPLAINT OTHER","70116"
"004XX Saint Charles Ave","UNF","UNFOUNDED","POINT (-90.07005025 29.95044486)",,,,,"3680893","529676","A0030115","8","1B","2015-01-01T08:36:14.000","2015-01-01T08:36:42.000","2015-01-01T02:57:10.000","2015-01-01T08:30:29.000","65","SIMPLE ROBBERY","70130"
"008XX Canal St","GOA","GONE ON ARRIVAL","POINT (-90.07036105 29.9536437)",,,,,"3680782","530838","A0030215","8","2A","2015-01-01T03:02:55.000","2015-01-01T03:05:23.000","2015-01-01T02:57:13.000","2015-01-01T02:59:26.000","35","SIMPLE BATTERY","70112"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06775199 29.95628022)",,,,,"3681597","531806","A0030315","8","1E","2015-01-01T03:00:28.000","2015-01-01T04:02:35.000","2015-01-01T03:00:28.000","2015-01-01T03:05:57.000","67P","PICKPOCKET","70112"
"008XX Governor Nicholls St","NAT","Necessary Action Taken","POINT (-90.06237063 29.9629365)",,,,,"3683274","534245","A0030415","8","2A","2015-01-01T03:06:54.000","2015-01-01T03:11:22.000","2015-01-01T03:03:34.000","2015-01-01T03:06:50.000","103","DISTURBANCE (OTHER)","70116"
"033XX Garden Oaks Dr","RTF","REPORT TO FOLLOW","POINT (-90.02241945 29.92180598)",,,,,"3696095","519431","A0030515","4","2B","2015-01-01T03:11:51.000","2015-01-01T05:06:47.000","2015-01-01T03:03:41.000","2015-01-01T03:05:20.000","103D","DOMESTIC DISTURBANCE","70114"
"I10 E Onramp & Howard Exit","NAT","Necessary Action Taken","POINT (-90.10284854 29.96366251)",,,,,"3670455","534369","A0030615","6","2A","2015-01-01T03:35:25.000","2015-01-01T03:37:24.000","2015-01-01T03:04:31.000","2015-01-01T03:26:07.000","18","TRAFFIC INCIDENT","70119"
"Laurel St & Pleasant St","NAT","Necessary Action Taken","POINT (-90.08622114 29.92182373)",,,,,"3675885","519212","A0030715","6","1D","2015-01-01T03:05:48.000","2015-01-01T04:41:18.000","2015-01-01T03:05:48.000",,"98","DRIVING WHILE UNDER INFLUENCE","70115"
"004XX N Roadway St","NAT","Necessary Action Taken","POINT (-90.11894172 30.02532131)",,,,,"3665122","556737","A0030815","3","2C","2015-01-01T03:18:50.000","2015-01-01T03:31:12.000","2015-01-01T03:06:02.000","2015-01-01T03:07:05.000","62A","BURGLAR ALARM, SILENT","70124"
"066XX Read Blvd","UNF","UNFOUNDED","POINT (-89.97644165 30.03707266)",,,,,"3710163","561516","A0030915","7","1C",,"2015-01-01T05:46:05.000","2015-01-01T03:06:06.000","2015-01-01T05:32:53.000","20","AUTO ACCIDENT","70127"
"039XX Tulane Ave","NAT","Necessary Action Taken","POINT (-90.10426493 29.96774086)",,,,,"3669991","535848","A0031015","1","2A","2015-01-01T03:10:35.000","2015-01-01T03:49:46.000","2015-01-01T03:07:12.000","2015-01-01T03:09:07.000","103","DISTURBANCE (OTHER)","70119"
"002XX Carondelet St","NAT","Necessary Action Taken","POINT (-90.07083125 29.9526441)",,,,,"3680637","530473","A0031115","8","2B","2015-01-01T03:07:50.000","2015-01-01T03:33:35.000","2015-01-01T03:07:50.000","2015-01-01T03:08:29.000","103F","FIGHT","70130"
"007XX Canal St","RTF","REPORT TO FOLLOW","POINT (-90.06958596 29.95385694)",,,,,"3681026","530918","A0031215","8","2B","2015-01-01T03:41:19.000","2015-01-01T05:38:03.000","2015-01-01T03:09:50.000","2015-01-01T03:16:21.000","35D","SIMPLE BATTERY DOMESTIC","70130"
"Saint Louis St & Basin St (1E01)","NAT","Necessary Action Taken","POINT (-90.07066373 29.95944416)",,,,,"3680662","532946","A0031315","1","1H","2015-01-01T03:10:38.000","2015-01-01T04:14:37.000","2015-01-01T03:10:19.000","2015-01-01T03:10:19.000","21","COMPLAINT OTHER","70112"
"007XX Tchoupitoulas St","UNF","UNFOUNDED","POINT (-90.06727836 29.94607038)",,,,,"3681788","528095","A0031415","8","2A","2015-01-01T04:30:50.000","2015-01-01T04:33:15.000","2015-01-01T03:10:56.000","2015-01-01T04:16:33.000","99","WRECKLESS DRIVING","70130"
"Bourbon St (8E02) & Esplanade Ave","NAT","Necessary Action Taken","POINT (-90.06088802 29.96395619)",,,,,"3683740","534621","A0031515","8","1H","2015-01-01T03:12:01.000","2015-01-01T03:20:20.000","2015-01-01T03:12:01.000",,"21","COMPLAINT OTHER","70116"
"N Rampart St & Saint Ann St","NAT","Necessary Action Taken","POINT (-90.06760428 29.96133037)",,,,,"3681624","533643","A0031615","8","1H","2015-01-01T03:12:21.000","2015-01-01T03:21:11.000","2015-01-01T03:12:04.000","2015-01-01T03:12:04.000","21","COMPLAINT OTHER","70116"
"N Broad St & Bienville St","NAT","Necessary Action Taken","POINT (-90.08578454 29.96725858)",,,,,"3675844","535735","A0031715","1","1H","2015-01-01T03:18:44.000","2015-01-01T04:52:02.000","2015-01-01T03:12:06.000","2015-01-01T03:12:06.000","21","COMPLAINT OTHER","70119"
"019XX Canal St","UNF","UNFOUNDED","POINT (-90.0796525 29.96062494)",,,,,"3677812","533344","A0031815","1","1C",,"2015-01-01T09:04:26.000","2015-01-01T03:12:54.000","2015-01-01T08:55:23.000","20","AUTO ACCIDENT","70112"
"004XX Canal St","NAT","Necessary Action Taken","POINT (-90.0666931 29.95127243)",,,,,"3681953","529989","A0031915","8","1A",,"2015-01-01T03:21:03.000","2015-01-01T03:13:15.000","2015-01-01T03:16:43.000","103","DISTURBANCE (OTHER)","70130"
"I10 W Onramp & Read Blvd","RTF","REPORT TO FOLLOW","POINT (-89.976579 30.0374573)",,,,,"3710118","561655","A0032015","7","2B","2015-01-01T03:19:24.000","2015-01-01T06:28:25.000","2015-01-01T03:13:37.000","2015-01-01T03:15:27.000","20I","AUTO ACCIDENT WITH INJURY","70127"
"Paris Ave & Gentilly Blvd (3L03)","NAT","Necessary Action Taken","POINT (-90.07309116 29.98939935)",,,,,"3679774","543831","A0032115","3","1H",,"2015-01-01T03:47:29.000","2015-01-01T03:14:39.000",,"18","TRAFFIC INCIDENT","70119"
"Chartres St & Gov Nicholls St","UNF","UNFOUNDED","POINT (-90.06028466 29.96139231)",,,,,"3683941","533691","A0032215","8","2B","2015-01-01T03:57:44.000","2015-01-01T04:02:08.000","2015-01-01T03:15:03.000","2015-01-01T03:51:20.000","103F","FIGHT","70116"
"060XX Magazine St","NAT","Necessary Action Taken","POINT (-90.12315667 29.92251939)",,,,,"3664183","519340","A0032315","2","2C","2015-01-01T03:25:38.000","2015-01-01T03:29:47.000","2015-01-01T03:16:19.000","2015-01-01T03:19:22.000","62A","BURGLAR ALARM, SILENT","70118"
"N Claiborne Ave (1A01) & Esplanade Ave","UNF","UNFOUNDED","POINT (-90.06839956 29.96932619)",,,,,"3681340","536548","A0032415","1","2B","2015-01-01T03:23:34.000","2015-01-01T03:29:51.000","2015-01-01T03:16:30.000","2015-01-01T03:20:16.000","103F","FIGHT","70116"
"N Claiborne Ave (1A01) & Esplanade Ave","DUP","DUPLICATE","POINT (-90.06839956 29.96932619)",,,,,"3681340","536548","A0032515","1","2A",,"2015-01-01T03:19:11.000","2015-01-01T03:18:05.000",,"21","COMPLAINT OTHER","70116"
"012XX Chartres St","DUP","DUPLICATE","POINT (-90.05961348 29.96190623)",,,,,"3684151","533880","A0032615","8","2B",,"2015-01-01T03:22:29.000","2015-01-01T03:21:14.000",,"103F","FIGHT","70116"
"029XX Dryades St","NAT","Necessary Action Taken","POINT (-90.08957863 29.93240294)",,,,,"3674780","523048","A0032715","6","1A","2015-01-01T03:45:32.000","2015-01-01T04:20:00.000","2015-01-01T03:21:24.000","2015-01-01T03:38:07.000","103","DISTURBANCE (OTHER)","70115"
"047XX Tchoupitoulas St","NAT","Necessary Action Taken","POINT (-90.10463789 29.91674206)",,,,,"3670071","517301","A0032815","2","1H","2015-01-01T03:28:02.000","2015-01-01T03:28:50.000","2015-01-01T03:22:22.000","2015-01-01T03:22:22.000","18","TRAFFIC INCIDENT","70115"
"Poydras St & Convention Center Blvd (8A02)","NAT","Necessary Action Taken","POINT (-90.06481857 29.94820365)",,,,,"3682559","528879","A0032915","8","1H","2015-01-01T03:22:48.000","2015-01-01T04:20:56.000","2015-01-01T03:22:48.000",,"21","COMPLAINT OTHER","70130"
"035XX Mandeville St","NAT","Necessary Action Taken","POINT (-90.05623636 29.99462072)",,,,,"3685088","545788","A0033015","3","2B","2015-01-01T03:36:45.000","2015-01-01T04:40:36.000","2015-01-01T03:23:12.000","2015-01-01T03:27:43.000","103F","FIGHT","70122"
"062XX Chef Menteur Hwy","RTF","REPORT TO FOLLOW","POINT (-90.01563884 30.01079493)",,,,,"3697871","551815","A0033115","7","2B","2015-01-01T03:49:38.000","2015-01-01T04:22:13.000","2015-01-01T03:24:48.000","2015-01-01T03:35:39.000","103D","DOMESTIC DISTURBANCE","70126"
"002XX Poydras St","NAT","Necessary Action Taken","POINT (-90.06507182 29.94809692)",,,,,"3682479","528840","A0033215","8","2C","2015-01-01T04:54:01.000","2015-01-01T04:55:26.000","2015-01-01T03:25:52.000","2015-01-01T04:48:40.000","62A","BURGLAR ALARM, SILENT","70130"
"Poydras St & Convention Center Blvd (8A02)","NAT","Necessary Action Taken","POINT (-90.06422463 29.94809241)",,,,,"3682747","528841","A0033315","8","1H","2015-01-01T03:26:22.000","2015-01-01T03:34:04.000","2015-01-01T03:26:22.000","2015-01-01T03:27:06.000","21","COMPLAINT OTHER","70130"
"005XX Bourbon St","NAT","Necessary Action Taken","POINT (-90.06705979 29.95705191)",,,,,"3681813","532089","A0033415","8","1H","2015-01-01T03:26:53.000","2015-01-01T04:50:04.000","2015-01-01T03:26:53.000","2015-01-01T03:57:13.000","18","TRAFFIC INCIDENT","70112"
"005XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06694017 29.95733717)",,,,,"3681850","532193","A0033515","8","0E","2015-01-01T10:40:04.000","2015-01-01T11:45:07.000","2015-01-01T03:27:14.000","2015-01-01T10:38:54.000","21P","LOST PROPERTY","70112"
"003XX Andrew Higgins Dr","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","A0033615","8","2B","2015-01-01T03:28:00.000","2015-01-01T04:28:46.000","2015-01-01T03:28:00.000",,"24","MEDICAL",
"019XX Hope St","NAT","Necessary Action Taken","POINT (-90.06539549 29.98414206)",,,,,"3682231","541946","A0033715","5","2C","2015-01-01T03:41:17.000","2015-01-01T04:23:25.000","2015-01-01T03:29:01.000","2015-01-01T03:29:31.000","62A","BURGLAR ALARM, SILENT","70119"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06761073 29.95643771)",,,,,"3681641","531864","A0033815","8","1A","2015-01-01T03:29:03.000","2015-01-01T04:29:09.000","2015-01-01T03:29:03.000",,"103","DISTURBANCE (OTHER)","70112"
"005XX Bourbon St","NAT","Necessary Action Taken","POINT (-90.06705979 29.95705191)",,,,,"3681813","532089","A0033915","8","1H","2015-01-01T03:29:48.000","2015-01-01T03:44:31.000","2015-01-01T03:29:48.000",,"21","COMPLAINT OTHER","70112"
"Highrise West 3rd","UNF","UNFOUNDED","POINT (-90.02636507 30.00484341)",,,,,"3694501","549612","A0034015","3","2A",,"2015-01-01T04:16:16.000","2015-01-01T03:29:49.000","2015-01-01T03:47:11.000","18","TRAFFIC INCIDENT","70126"
"Canal St & Royal St","UNF","UNFOUNDED","POINT (-90.06899758 29.95328875)",,,,,"3681215","530714","A0034115","8","2B",,"2015-01-01T05:04:17.000","2015-01-01T03:30:10.000","2015-01-01T05:00:50.000","35D","SIMPLE BATTERY DOMESTIC","70130"
"Ursulines Ave & N Villere St","UNF","UNFOUNDED","POINT (-90.06883666 29.96606148)",,,,,"3681214","535359","A0034215","1","2B","2015-01-01T03:33:57.000","2015-01-01T03:40:29.000","2015-01-01T03:31:20.000","2015-01-01T03:31:46.000","94","DISCHARGING FIREARM","70116"
"002XX N Peters St","NAT","Necessary Action Taken","POINT (-90.06550529 29.95270936)",,,,,"3682323","530515","A0034315","8","2C","2015-01-01T04:58:49.000","2015-01-01T05:00:08.000","2015-01-01T03:31:41.000","2015-01-01T04:55:48.000","62A","BURGLAR ALARM, SILENT","70130"
"025XX Elder St","RTF","REPORT TO FOLLOW","POINT (-90.05033618 29.99470406)",,,,,"3686955","545840","A0034415","3","1A","2015-01-01T08:55:54.000","2015-01-01T09:42:22.000","2015-01-01T03:33:46.000","2015-01-01T08:44:06.000","103D","DOMESTIC DISTURBANCE","70122"
"009XX Turquoise St","NAT","Necessary Action Taken","POINT (-90.10086563 30.02050464)",,,,,"3670860","555046","A0034515","3","1E",,"2015-01-01T06:15:10.000","2015-01-01T03:35:50.000","2015-01-01T05:48:22.000","21N","NOISE COMPLAINT","70124"
"007XX S White St","NAT","Necessary Action Taken","POINT (-90.09363779 29.96115854)",,,,,"3673381","533490","A0034615","1","1G","2015-01-01T03:35:57.000","2015-01-01T03:51:30.000","2015-01-01T03:35:57.000",,"58","RETURN FOR ADDITIONAL INFO","70119"
"046XX Old Gentilly Rd","RTF","REPORT TO FOLLOW","POINT (-90.03552799 30.00447582)",,,,,"3691602","549446","A0034715","3","1E","2015-01-01T04:15:06.000","2015-01-01T05:30:40.000","2015-01-01T03:36:07.000","2015-01-01T03:51:35.000","67","THEFT","70126"
"Mariners Cove E & Mariners Cove N","NAT","Necessary Action Taken","POINT (-90.12001317 30.02130574)",,,,,"3664798","555273","A0034815","3","2A","2015-01-01T03:40:05.000","2015-01-01T03:55:08.000","2015-01-01T03:39:11.000","2015-01-01T03:39:11.000","107","SUSPICIOUS PERSON","70124"
"Esplanade Ave (1A01) & N Rampart St","RTF","REPORT TO FOLLOW","POINT (-90.06361383 29.96602949)",,,,,"3682868","535366","A0034915","1","2A","2015-01-01T04:21:33.000","2015-01-01T05:36:11.000","2015-01-01T03:39:12.000","2015-01-01T04:14:50.000","100","HIT & RUN","70116"
"027XX Joseph St","VOI","VOID","POINT (-90.11167103 29.94039804)",,,,,"3667752","525880","A0035015","2","2C",,"2015-01-01T03:50:52.000","2015-01-01T03:40:26.000","2015-01-01T03:41:27.000","62A","BURGLAR ALARM, SILENT","70115"
