"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type","typetext","zip"
"013XX Canal St","UNF","UNFOUNDED","POINT (-90.0741791744061 29.956398529167178)",,,,,"3679562.00000000","531827.00000000","A0076412","8","1E","2012-01-01T11:20:51.000","2012-01-01T11:26:29.000","2012-01-01T10:24:06.000","2012-01-01T11:10:33.000","100","HIT & RUN","70112"
"010XX Baronne St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07500763291382 29.944545720291227)",,,,,"3679347.00000000","527514.00000000","A0076312","6","2C","2012-01-01T10:32:03.000","2012-01-01T10:35:54.000","2012-01-01T10:24:55.000","2012-01-01T10:27:06.000","62A","BURGLAR ALARM, SILEN","70113"
"006XX Decatur St","RTF","REPORT TO FOLLOW","POINT (-90.06343541755788 29.955907533606055)",,,,,"3682966.00000000","531686.00000000","A0076512","8","1E","2012-01-01T10:55:31.000","2012-01-01T11:47:35.000","2012-01-01T10:26:16.000","2012-01-01T10:54:34.000","67P","PICKPOCKET","70130"
"009XX Saint Louis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06820120391623 29.95787568751838)",,,,,"3681449.00000000","532385.00000000","A0076812","8","1A","2012-01-01T10:49:02.000","2012-01-01T11:05:49.000","2012-01-01T10:26:18.000","2012-01-01T10:39:23.000","103","DISTURBANCE (OTHER)","70112"
"Julia St & O'Keefe Ave","RTF","REPORT TO FOLLOW","POINT (-90.07534285247891 29.946759924226154)",,,,,"3679232.00000000","528318.00000000","A0076612","8","1C","2012-01-01T10:36:53.000","2012-01-01T13:10:32.000","2012-01-01T10:26:21.000","2012-01-01T10:28:48.000","20","AUTO ACCIDENT","70113"
"Burgundy St & Saint Louis St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06885972396994 29.958245016428304)",,,,,"3681239.00000000","532517.00000000","A0076712","8","1H",,"2012-01-01T11:31:53.000","2012-01-01T10:27:47.000","2012-01-01T10:27:53.000","21","COMPLAINT OTHER","70112"
"108XX Chef Menteur Hwy","NAT","NECESSARY ACTION TAKEN","POINT (-89.95978344591414 30.020709950860173)",,,,,"3715505.00000000","555629.00000000","A0076912","7","1H","2012-01-01T10:36:27.000","2012-01-01T10:57:47.000","2012-01-01T10:30:15.000","2012-01-01T10:31:33.000","21","COMPLAINT OTHER","70127"
"014XX Touro St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05946758031821 29.97159640442503)",,,,,"3684159.00000000","537405.00000000","A0077012","5","1H","2012-01-01T10:49:40.000","2012-01-01T11:09:28.000","2012-01-01T10:33:20.000","2012-01-01T10:38:12.000","21","COMPLAINT OTHER","70116"
"062XX Cartier Dr","VOI","VOID","POINT (-90.07950632149308 30.021024425624887)",,,,,"3677618.00000000","555309.00000000","A0077112","3","2C",,"2012-01-01T10:45:00.000","2012-01-01T10:33:44.000","2012-01-01T10:34:36.000","62A","BURGLAR ALARM, SILEN","70122"
"025XX Robert St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10833848434226 29.936951295311577)",,,,,"3668821.00000000","524638.00000000","A0077912","2","2B","2012-01-01T11:36:52.000","2012-01-01T11:51:13.000","2012-01-01T10:35:33.000","2012-01-01T11:35:34.000","107","SUSPICIOUS PERSON","70115"
"S Claiborne Ave & Mlk Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.08836918598337 29.946201826982943)",,,,,"3675109.00000000","528070.00000000","A0077312","6","2B","2012-01-01T10:36:59.000","2012-01-01T10:39:50.000","2012-01-01T10:36:58.000","2012-01-01T10:36:59.000","107","SUSPICIOUS PERSON","70113"
"Stratford Pl & Sullen Pl","RTF","REPORT TO FOLLOW","POINT (-89.9865224572892 29.912525624507033)",,,,,"3707506.00000000","516189.00000000","A0077712","4","1E","2012-01-01T15:45:16.000","2012-01-01T16:33:13.000","2012-01-01T10:37:23.000","2012-01-01T15:40:23.000","100","HIT & RUN","70131"
"071XX E Tamaron Blvd","VOI","VOID","POINT (-89.94950578273875 30.057210262464245)",,,,,"3718597.00000000","568941.00000000","A0077412","7","2C",,"2012-01-01T10:48:55.000","2012-01-01T10:37:24.000","2012-01-01T10:39:42.000","62A","BURGLAR ALARM, SILEN","70128"
"006XX Bourbon St","UNF","UNFOUNDED","POINT (-90.06612789371198 29.9580014875039)",,,,,"3682105.00000000","532438.00000000","A0077612","8","1B","2012-01-01T12:25:18.000","2012-01-01T12:33:48.000","2012-01-01T10:37:28.000","2012-01-01T12:08:07.000","67A","AUTO THEFT","70112"
"006XX State St","UNF","UNFOUNDED","POINT (-90.12210590254237 29.920474314859177)",,,,,"3664524.00000000","518600.00000000","A0077512","2","2C","2012-01-01T10:50:20.000","2012-01-01T10:53:55.000","2012-01-01T10:38:08.000","2012-01-01T10:41:50.000","63","PROWLER","70115"
"014XX Foucher St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09262557804215 29.924885555040785)",,,,,"3673845.00000000","520304.00000000","A0077812","6","1A","2012-01-01T12:17:50.000","2012-01-01T13:12:04.000","2012-01-01T10:39:28.000","2012-01-01T12:03:33.000","21","COMPLAINT OTHER","70115"
"055XX Jacquelyn Ct","VOI","VOID","POINT (-90.12150388996379 29.99190229951853)",,,,,"3664440.00000000","544576.00000000","A0078012","3","2C",,"2012-01-01T10:48:07.000","2012-01-01T10:43:22.000","2012-01-01T10:45:11.000","62A","BURGLAR ALARM, SILEN","70124"
"029XX Pauger St","RTF","REPORT TO FOLLOW","POINT (-90.06137937316943 29.979702616404193)",,,,,"3683521.00000000","540346.00000000","A0078112","5","1Z","2012-01-01T12:14:25.000","2012-01-01T14:03:51.000","2012-01-01T10:43:33.000","2012-01-01T12:10:20.000","103D","DOMESTIC DISTURBANCE","70119"
"Gentilly Blvd & Ponce De Leon St","UNF","UNFOUNDED","POINT (-90.07747962381175 29.980211972481907)",,,,,"3678422.00000000","540475.00000000","A0078212","1","2B","2012-01-01T10:51:44.000","2012-01-01T11:16:01.000","2012-01-01T10:45:34.000","2012-01-01T10:46:55.000","94","DISCHARGING FIREARMS","70119"
"Iberville St & N Peters St","RTF","REPORT TO FOLLOW","POINT (-90.06554684716329 29.95228139696118)",,,,,"3682312.00000000","530360.00000000","A0078312","8","2H","2012-01-01T10:51:41.000","2012-01-01T11:32:06.000","2012-01-01T10:45:35.000","2012-01-01T10:48:29.000","21","COMPLAINT OTHER","70130"
"Bamboo Rd & Palmetto St","NAT","NECESSARY ACTION TAKEN","POINT (-90.125030422783 29.976180138178258)",,,,,"3663384.00000000","538847.00000000","A0078512","3","1C","2012-01-01T11:12:01.000","2012-01-01T11:16:07.000","2012-01-01T10:47:15.000","2012-01-01T11:04:29.000","18","TRAFFIC  INCIDENT",
"002XX Neil Ave","NAT","NECESSARY ACTION TAKEN","POINT (-89.99095906981299 29.91969356137307)",,,,,"3706070.00000000","518779.00000000","A0078412","4","2C","2012-01-01T11:05:10.000","2012-01-01T11:31:19.000","2012-01-01T10:49:08.000","2012-01-01T10:50:53.000","62A","BURGLAR ALARM, SILEN","70131"
"003XX Julia St","RTF","REPORT TO FOLLOW","POINT (-90.06603778480958 29.944707128002143)",,,,,"3682187.00000000","527604.00000000","A0078612","8","1H","2012-01-01T13:47:53.000","2012-01-01T14:50:57.000","2012-01-01T10:51:35.000","2012-01-01T13:24:00.000","21","COMPLAINT OTHER","70130"
"N Claiborne Ave & Esplanade Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.06848409432985 29.969191878178464)",,,,,"3681314.00000000","536499.00000000","A0078812","1","1H","2012-01-01T11:00:52.000","2012-01-01T11:13:24.000","2012-01-01T10:51:51.000","2012-01-01T10:53:52.000","21","COMPLAINT OTHER","70116"
"056XX Tchoupitoulas St","NAT","NECESSARY ACTION TAKEN","POINT (-90.11838622103782 29.9163947659009)",,,,,"3665718.00000000","517129.00000000","A0078712","2","2H","2012-01-01T10:54:34.000","2012-01-01T11:08:49.000","2012-01-01T10:52:04.000","2012-01-01T10:53:04.000","21","COMPLAINT OTHER","70115"
"Iberville St & Marais St","RTF","REPORT TO FOLLOW","POINT (-90.0744957109957 29.95834305333717)",,,,,"3679454.00000000","532533.00000000","A0078912","1","1C","2012-01-01T11:19:12.000","2012-01-01T12:15:36.000","2012-01-01T10:52:28.000","2012-01-01T10:54:58.000","20","AUTO ACCIDENT","70112"
"003XX Magazine St","RTF","REPORT TO FOLLOW","POINT (-90.0676094959085 29.95049725588673)",,,,,"3681666.00000000","529704.00000000","A0079012","8","2H","2012-01-01T11:49:52.000","2012-01-01T12:42:53.000","2012-01-01T10:54:34.000","2012-01-01T10:59:09.000","21","COMPLAINT OTHER","70130"
"030XX Boyd St","UNF","UNFOUNDED","POINT (-89.98445254977267 29.921337519120293)",,,,,"3708124.00000000","519401.00000000","A0079112","4","1F","2012-01-01T16:14:27.000","2012-01-01T16:17:29.000","2012-01-01T10:57:40.000","2012-01-01T15:34:17.000","68","UNAUTHORIZED USE OF","70131"
"I-10 E & I-610 E","RTF","REPORT TO FOLLOW","POINT (-90.12281861634074 29.995764349884446)",,,,,"3664009.00000000","545976.00000000","A0079212","3","1E","2012-01-01T11:09:05.000","2012-01-01T12:29:20.000","2012-01-01T10:59:12.000","2012-01-01T11:01:01.000","100","HIT & RUN","70124"
"037XX Tchoupitoulas St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09223383926494 29.917797853637673)",,,,,"3673997.00000000","517728.00000000","A0079312","6","2C",,"2012-01-01T11:17:41.000","2012-01-01T10:59:57.000","2012-01-01T11:02:01.000","62A","BURGLAR ALARM, SILEN","70115"
"1st St & S Roman St","RTF","REPORT TO FOLLOW","POINT (-90.09253622782107 29.946040440678967)",,,,,"3673790.00000000","527997.00000000","A0079512","6","2B","2012-01-01T11:05:59.000","2012-01-01T18:50:46.000","2012-01-01T11:00:52.000","2012-01-01T11:02:28.000","20I","AUTO ACCIDENT WITH I","70125"
"011XX S Broad St","DUP","DUPLICATE","POINT (-90.096502384622 29.95495200344806)",,,,,"3672499.00000000","531224.00000000","A0079612","6","2B",,"2012-01-01T11:04:22.000","2012-01-01T11:01:25.000",,"20I","AUTO ACCIDENT WITH I","70125"
"005XX N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06995851106261 29.959011818869275)",,,,,"3680888.00000000","532792.00000000","A0079812","1","1B","2012-01-01T11:12:03.000","2012-01-01T11:44:57.000","2012-01-01T11:01:30.000","2012-01-01T11:12:00.000","21","COMPLAINT OTHER","70112"
"012XX Marigny St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05554690182124 29.96969665071501)",,,,,"3685408.00000000","536728.00000000","A0079712","5","1C","2012-01-01T11:11:57.000","2012-01-01T11:17:38.000","2012-01-01T11:01:35.000","2012-01-01T11:09:34.000","103","DISTURBANCE (OTHER)","70117"
"Chef Menteur Hwy & Old Gentilly","NAT","NECESSARY ACTION TAKEN","POINT (-90.04434677883482 30.002711063446288)",,,,,"3688819.00000000","548773.00000000","A0079412","3","1H","2012-01-01T11:04:56.000","2012-01-01T11:11:36.000","2012-01-01T11:01:37.000","2012-01-01T11:01:42.000","18","TRAFFIC  INCIDENT","70126"
"S Derbigny St & Jackson Ave","DUP","DUPLICATE","POINT (-90.09080322182459 29.945993836219888)",,,,,"3674339.00000000","527986.00000000","A0079912","6","2B",,"2012-01-01T11:07:52.000","2012-01-01T11:04:18.000","2012-01-01T11:06:13.000","103F","FIGHT","70125"
"027XX Tulane Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0906864074316 29.961967429646066)",,,,,"3674313.00000000","533795.00000000","A0080012","1","1H","2012-01-01T11:11:31.000","2012-01-01T12:06:50.000","2012-01-01T11:04:26.000","2012-01-01T11:04:30.000","21","COMPLAINT OTHER","70119"
"059XX Magazine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.12080557286974 29.922007832028456)",,,,,"3664930.00000000","519162.00000000","A0080312","2","2C","2012-01-01T11:10:52.000","2012-01-01T11:30:08.000","2012-01-01T11:05:44.000","2012-01-01T11:08:12.000","62A","BURGLAR ALARM, SILEN","70115"
"010XX Saint Louis St","DUP","DUPLICATE","POINT (-90.0689231920727 29.95822087634102)",,,,,"3681219.00000000","532508.00000000","A0080212","8","1H","2012-01-01T11:06:17.000","2012-01-01T11:08:29.000","2012-01-01T11:06:07.000","2012-01-01T11:06:09.000","21","COMPLAINT OTHER","70112"
"S Dupre St & Earhart Blvd","RTF","REPORT TO FOLLOW","POINT (-90.09876463826176 29.956392241904787)",,,,,"3671777.00000000","531740.00000000","A0080412","6","2C",,"2012-01-01T12:14:46.000","2012-01-01T11:06:26.000","2012-01-01T11:07:18.000","20","AUTO ACCIDENT","70125"
"045XX Francis Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.01408444649981 30.013963987946973)",,,,,"3698350.00000000","552974.00000000","A0080512","7","1H",,"2012-01-01T11:13:21.000","2012-01-01T11:07:13.000","2012-01-01T11:12:38.000","94F","FIREWORKS","70126"
"021XX Peniston St","UNF","UNFOUNDED","POINT (-90.09685270199871 29.93203410307572)",,,,,"3672478.00000000","522889.00000000","A0080612","6","2B",,"2012-01-01T11:35:17.000","2012-01-01T11:07:21.000","2012-01-01T11:10:14.000","67A","AUTO THEFT","70115"
"076XX Arbor Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.00252175408006 30.02845555545454)",,,,,"3701948.00000000","558286.00000000","A0080912","7","2C","2012-01-01T11:17:14.000","2012-01-01T11:20:43.000","2012-01-01T11:08:31.000","2012-01-01T11:11:06.000","62A","BURGLAR ALARM, SILEN","70126"
"City Park Ave & I-10 E","RTF","REPORT TO FOLLOW","POINT (-90.11383578084926 29.98111759201684)",,,,,"3666909.00000000","540680.00000000","A0080712","3","2C","2012-01-01T11:28:21.000","2012-01-01T12:43:35.000","2012-01-01T11:09:02.000","2012-01-01T11:10:53.000","20","AUTO ACCIDENT","70124"
"024XX Columbus St","UNF","UNFOUNDED","POINT (-90.07430665355182 29.97607868022156)",,,,,"3679443.00000000","538983.00000000","A0081012","1","2C","2012-01-01T11:21:04.000","2012-01-01T11:31:06.000","2012-01-01T11:12:12.000","2012-01-01T11:15:58.000","103","DISTURBANCE (OTHER)","70119"
"004XX Frenchmen St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05756536455107 29.962024497136888)",,,,,"3684800.00000000","533931.00000000","A0081312","8","2H","2012-01-01T11:29:55.000","2012-01-01T11:41:30.000","2012-01-01T11:14:27.000","2012-01-01T11:23:14.000","21","COMPLAINT OTHER","70116"
"020XX Pauline St","NAT","NECESSARY ACTION TAKEN","POINT (-90.03447590803077 29.975578875424624)",,,,,"3692055.00000000","538942.00000000","A0081112","5","2C","2012-01-01T11:22:32.000","2012-01-01T11:28:10.000","2012-01-01T11:15:47.000","2012-01-01T11:17:42.000","62A","BURGLAR ALARM, SILEN","70117"
"006XX Burgundy St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06796373970214 29.95916865192305)",,,,,"3681519.00000000","532856.00000000","A0081412","8","2H","2012-01-01T11:24:36.000","2012-01-01T11:54:30.000","2012-01-01T11:17:04.000","2012-01-01T11:21:27.000","21","COMPLAINT OTHER","70112"
"009XX N Miro St","GOA","GONE ON ARRIVAL","POINT (-90.07708859929808 29.969373294810914)",,,,,"3678589.00000000","536535.00000000","A0081512","1","1C","2012-01-01T12:27:56.000","2012-01-01T12:38:15.000","2012-01-01T11:18:25.000","2012-01-01T12:24:01.000","103","DISTURBANCE (OTHER)","70119"
"014XX N Rampart St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06334823566495 29.965982675188066)",,,,,"3682953.00000000","535350.00000000","A0081612","8","1H","2012-01-01T11:19:59.000","2012-01-01T12:15:42.000","2012-01-01T11:19:59.000","2012-01-01T11:19:59.000","18","TRAFFIC  INCIDENT","70116"
"009XX Josephine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07477077689302 29.929025197087352)",,,,,"3679484.00000000","521871.00000000","A0081712","6","2B","2012-01-01T11:45:52.000","2012-01-01T11:47:17.000","2012-01-01T11:20:55.000","2012-01-01T11:22:38.000","24","AMBULANCE REQUEST","70130"
"061XX Milne Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.11280035050075 30.0022332657026)",,,,,"3667155.00000000","548362.00000000","A0081812","3","2C","2012-01-01T11:29:01.000","2012-01-01T11:38:39.000","2012-01-01T11:22:16.000","2012-01-01T11:23:20.000","62A","BURGLAR ALARM, SILEN","70124"
"018XX Lesseps St","NAT","NECESSARY ACTION TAKEN","POINT (-90.03038498067416 29.97246944002423)",,,,,"3693363.00000000","537826.00000000","A0082012","5","2H","2012-01-01T11:29:34.000","2012-01-01T11:36:13.000","2012-01-01T11:24:21.000","2012-01-01T11:28:28.000","21","COMPLAINT OTHER","70117"
"006XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06629539235298 29.95799210043611)",,,,,"3682052.00000000","532434.00000000","A0082112","8","1H","2012-01-01T11:37:01.000","2012-01-01T13:04:16.000","2012-01-01T11:26:21.000","2012-01-01T11:32:20.000","21","COMPLAINT OTHER","70112"
"057XX Saint Claude Ave","UNF","UNFOUNDED","POINT (-90.01404917093102 29.96097942048945)",,,,,"3698583.00000000","533707.00000000","A0081912","5","1B","2012-01-01T15:23:18.000","2012-01-01T15:26:03.000","2012-01-01T11:26:43.000","2012-01-01T15:18:12.000","103D","DOMESTIC DISTURBANCE","70117"
"048XX Chef Menteur Hwy","NAT","NECESSARY ACTION TAKEN","POINT (-90.03404702564104 30.00608304610368)",,,,,"3692065.00000000","550036.00000000","A0082212","3","2C","2012-01-01T11:38:41.000","2012-01-01T11:43:36.000","2012-01-01T11:29:48.000","2012-01-01T11:31:42.000","62A","BURGLAR ALARM, SILEN","70126"
"045XX Lynhuber Dr","RTF","REPORT TO FOLLOW","POINT (-90.01466251698919 30.014217277703096)",,,,,"3698166.00000000","553064.00000000","A0082312","7","2B","2012-01-01T11:34:13.000","2012-01-01T13:13:53.000","2012-01-01T11:31:11.000","2012-01-01T11:32:35.000","35D","SIMPLE BATTERY DOMES","70126"
"Frenchmen St & Saint Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05813992504673 29.96846780458292)",,,,,"3684592.00000000","536272.00000000","A0082412","8","1H","2012-01-01T11:33:13.000","2012-01-01T11:39:49.000","2012-01-01T11:33:12.000","2012-01-01T11:33:13.000","18","TRAFFIC  INCIDENT","70116"
"027XX Higgins Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.04268270383281 29.992624310222993)",,,,,"3689387.00000000","545111.00000000","A0082712","5","1C","2012-01-01T11:42:26.000","2012-01-01T12:10:17.000","2012-01-01T11:33:19.000","2012-01-01T11:37:41.000","103","DISTURBANCE (OTHER)","70126"
"N Alexander St & Bienville St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10264389961046 29.978571439790873)",,,,,"3670462.00000000","539792.00000000","A0082512","3","1H",,"2012-01-01T11:38:12.000","2012-01-01T11:33:56.000","2012-01-01T11:33:58.000","21","COMPLAINT OTHER","70119"
"007XX S Dupre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0082612","1","1G",,"2012-01-01T11:35:19.000","2012-01-01T11:35:16.000",,"17F","FUGITIVE ATTTACHMENT","70119"
"060XX Wilton Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.06646494260497 30.01950536115252)",,,,,"3681751.00000000","554802.00000000","A0082812","3","1H","2012-01-01T12:37:34.000","2012-01-01T12:54:37.000","2012-01-01T11:36:13.000","2012-01-01T12:31:24.000","21","COMPLAINT OTHER","70122"
"001XX Wilshire Pl","NAT","NECESSARY ACTION TAKEN","POINT (-90.08017913992394 29.990621631739128)",,,,,"3677526.00000000","544251.00000000","A0082912","3","1C","2012-01-01T12:54:34.000","2012-01-01T13:19:16.000","2012-01-01T11:37:42.000","2012-01-01T12:43:39.000","103","DISTURBANCE (OTHER)","70119"
"4th St & S Claiborne Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.09385747050362 29.943137900896968)",,,,,"3673383.00000000","526937.00000000","A0083112","6","1H","2012-01-01T11:40:28.000","2012-01-01T11:48:59.000","2012-01-01T11:40:28.000","2012-01-01T11:40:28.000","18","TRAFFIC  INCIDENT","70125"
"006XX Decatur St","RTF","REPORT TO FOLLOW","POINT (-90.06343541755788 29.955907533606055)",,,,,"3682966.00000000","531686.00000000","A0083412","8","0A","2012-01-01T13:38:54.000","2012-01-01T14:37:55.000","2012-01-01T11:41:07.000","2012-01-01T13:36:40.000","21L","LOST OR STOLEN","70130"
"031XX Cadiz St","UNF","UNFOUNDED","POINT (-90.10602032652724 29.941365427652446)",,,,,"3669538.00000000","526251.00000000","A0083312","2","2D","2012-01-01T11:48:43.000","2012-01-01T11:51:01.000","2012-01-01T11:41:18.000","2012-01-01T11:42:40.000","911","SILENT E-911 CALL","70125"
"Canal St & Decatur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06709780810193 29.95199933162725)",,,,,"3681822.00000000","530252.00000000","A0083212","8","1H","2012-01-01T12:12:54.000","2012-01-01T12:19:35.000","2012-01-01T11:41:47.000","2012-01-01T11:41:51.000","18","TRAFFIC  INCIDENT","70130"
"N Claiborne Ave & Desire St","GOA","GONE ON ARRIVAL","POINT (-90.03897470777595 29.97186120073292)",,,,,"3690646.00000000","537574.00000000","A0083512","5","1C","2012-01-01T15:33:09.000","2012-01-01T15:39:29.000","2012-01-01T11:42:11.000","2012-01-01T15:30:22.000","20","AUTO ACCIDENT","70117"
"Cambronne St & Freret St","NAT","NECESSARY ACTION TAKEN","POINT (-90.13386266224398 29.948018667879836)",,,,,"3660695.00000000","528577.00000000","A0083612","2","1H","2012-01-01T12:29:33.000","2012-01-01T12:48:14.000","2012-01-01T11:43:51.000","2012-01-01T12:22:02.000","21","COMPLAINT OTHER","70118"
"007XX Dante St","NAT","NECESSARY ACTION TAKEN","POINT (-90.13487720189319 29.945577678552002)",,,,,"3660383.00000000","527686.00000000","A0083712","2","2C","2012-01-01T11:57:31.000","2012-01-01T12:00:39.000","2012-01-01T11:45:35.000","2012-01-01T11:51:06.000","62A","BURGLAR ALARM, SILEN","70118"
"Allard Blvd & Dumaine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09507724602261 29.981233949365606)",,,,,"3672847.00000000","540786.00000000","A0083912","3","1H","2012-01-01T12:08:25.000","2012-01-01T12:10:07.000","2012-01-01T11:46:37.000","2012-01-01T11:46:48.000","21","COMPLAINT OTHER","70119"
"Franklin Ave & Saint Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05015574198187 29.96893194689651)",,,,,"3687118.00000000","536469.00000000","A0083812","5","1H","2012-01-01T11:46:41.000","2012-01-01T12:00:57.000","2012-01-01T11:46:41.000","2012-01-01T11:46:41.000","18","TRAFFIC  INCIDENT","70117"
"034XX St Charles Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.0919642923732 29.928303066912182)",,,,,"3674041.00000000","521549.00000000","A0084212","6","2H","2012-01-01T11:54:19.000","2012-01-01T12:17:11.000","2012-01-01T11:47:12.000","2012-01-01T11:50:11.000","24","AMBULANCE REQUEST","70115"
"004XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06766883413155 29.95627557056932)",,,,,"3681624.00000000","531805.00000000","A0084012","8","0E","2012-01-01T11:48:01.000","2012-01-01T12:19:40.000","2012-01-01T11:48:01.000","2012-01-01T11:48:01.000","21L","LOST OR STOLEN","70112"
"008XX Adele St","UNF","UNFOUNDED","POINT (-90.07315155351793 29.928242444383148)",,,,,"3680000.00000000","521592.00000000","A0084112","6","2H",,"2012-01-01T11:55:14.000","2012-01-01T11:48:04.000","2012-01-01T11:49:46.000","94F","FIREWORKS","70130"
"Cleveland Ave & La Salle St","UNF","UNFOUNDED","POINT (-90.07616160140687 29.956464234014916)",,,,,"3678934.00000000","531844.00000000","A0084312","8","1C",,"2012-01-01T12:27:52.000","2012-01-01T11:48:14.000","2012-01-01T12:18:55.000","20","AUTO ACCIDENT","70112"
"062XX Pasteur Blvd","RTF","REPORT TO FOLLOW","POINT (-90.0633405930384 30.02265697935148)",,,,,"3682727.00000000","555959.00000000","A0084412","3","1H","2012-01-01T13:26:40.000","2012-01-01T14:30:51.000","2012-01-01T11:48:46.000","2012-01-01T13:18:16.000","21","COMPLAINT OTHER","70122"
"029XX Earhart Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.08667622400944 29.949521539946225)",,,,,"3675632.00000000","529283.00000000","A0084512","6","2C","2012-01-01T11:55:00.000","2012-01-01T12:12:42.000","2012-01-01T11:49:11.000","2012-01-01T11:53:04.000","62A","BURGLAR ALARM, SILEN","70125"
"011XX Bourbon St","GOA","GONE ON ARRIVAL","POINT (-90.06269990544655 29.96183492539598)",,,,,"3683175.00000000","533844.00000000","A0084612","8","2B","2012-01-01T11:58:49.000","2012-01-01T12:04:21.000","2012-01-01T11:53:26.000","2012-01-01T11:56:01.000","107","SUSPICIOUS PERSON","70116"
"015XX Jefferson Ave","VOI","VOID","POINT (-90.1134119434269 29.927436712036727)",,,,,"3667251.00000000","521161.00000000","A0084712","2","2C",,"2012-01-01T12:01:52.000","2012-01-01T11:57:56.000","2012-01-01T12:00:14.000","62A","BURGLAR ALARM, SILEN","70115"
"003XX Poydras St","RTF","REPORT TO FOLLOW","POINT (-90.06624199274177 29.948768094733694)",,,,,"3682106.00000000","529080.00000000","A0085012","8","2B","2012-01-01T12:12:15.000","2012-01-01T13:17:50.000","2012-01-01T11:58:00.000","2012-01-01T12:05:03.000","103D","DOMESTIC DISTURBANCE","70130"
"038XX Gentilly Blvd","NAT","NECESSARY ACTION TAKEN","POINT (-90.04610548917843 30.00279977104371)",,,,,"3688262.00000000","548799.00000000","A0084912","3","2C","2012-01-01T12:05:00.000","2012-01-01T12:09:20.000","2012-01-01T11:58:31.000","2012-01-01T12:01:08.000","62A","BURGLAR ALARM, SILEN","70122"
"N Rocheblave St & Touro St","DUP","DUPLICATE","POINT (-90.06031924081589 29.9815871090259)",,,,,"3683849.00000000","541035.00000000","A0084812","5","2A","2012-01-01T12:06:22.000","2012-01-01T12:42:34.000","2012-01-01T11:58:40.000","2012-01-01T12:00:44.000","103F","FIGHT","70119"
"019XX Canal St","UNF","UNFOUNDED","POINT (-90.07965990033314 29.960551098249976)",,,,,"3677810.00000000","533318.00000000","A0085112","1","2C","2012-01-01T12:07:52.000","2012-01-01T12:20:02.000","2012-01-01T11:59:42.000","2012-01-01T12:01:07.000","37","AGGRAVATED ASSAULT","70112"
"055XX Grand Bayou Dr","UNF","UNFOUNDED","POINT (-89.92836353161832 30.042152972057952)",,,,,"3725352.00000000","563547.00000000","A0085312","7","1C",,"2012-01-01T14:29:34.000","2012-01-01T12:00:07.000","2012-01-01T13:51:31.000","103","DISTURBANCE (OTHER)","70129"
"059XX Wilton Dr","GOA","GONE ON ARRIVAL","POINT (-90.06649764855244 30.01817468993687)",,,,,"3681746.00000000","554318.00000000","A0085712","3","1A","2012-01-01T13:36:30.000","2012-01-01T13:41:51.000","2012-01-01T12:00:31.000","2012-01-01T12:29:24.000","21","COMPLAINT OTHER","70122"
"015XX Sugar Bowl Dr","RTF","REPORT TO FOLLOW","POINT (-90.07851412533302 29.951459699832853)",,,,,"3678209.00000000","530016.00000000","A0085412","8","1H","2012-01-01T12:04:10.000","2012-01-01T12:17:50.000","2012-01-01T12:04:10.000","2012-01-01T12:04:10.000","21","COMPLAINT OTHER","70113"
